ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score
FKVGUT4Mwu	African Trypanosomiasis (sleeping sickness)	sleeping sickness	DISEASE	C0041228	African Trypanosomiasis	"A disease endemic among people and animals in Central Africa. It is caused by various species of trypanosomes, particularly T. gambiense and T. rhodesiense. Its second host is the TSETSE FLY. Involvement of the central nervous system produces ""African sleeping sickness."" Nagana is a rapidly fatal trypanosomiasis of horses and other animals."	T047	Disease or Syndrome	Sleeping sickness NOS, African Sleeping Sicknesses, SLEEPING SICKNESS, African trypanosomiasis, unspecified, SCHLAFKRANKHEIT, Sleeping Sicknesses, African, Sleeping Sickness, African Sleeping Sickness, Sicknesses, African Sleeping, sickness sleeping, African sickness sleeping, Sickness, African Sleeping, Sleeping sickness, SLEEPING SICKNESS, AFRICAN, Trypanosomiasis, African, African sleeping sickness, African Trypanosomiasis, Sleeping sickness, NOS, African trypanosomiasis, African trypanosomiasis (disorder), MALADIE DU SOMMEIL, Sleeping Sickness, African, Trypanosomiases, African, TRYPANOSOMIASIS, AFRICAN, sleeping sickness, African Trypanosomiases	1.0
E5KRYiEDcJ	Alcoholic hepatitis	Alcoholic hepatitis	DISEASE	C0019187	Hepatitis, Alcoholic	INFLAMMATION of the LIVER due to ALCOHOL ABUSE. It is characterized by NECROSIS of HEPATOCYTES, infiltration by NEUTROPHILS, and deposit of MALLORY BODIES. Depending on its severity, the inflammatory lesion may be reversible or progress to LIVER CIRRHOSIS.	T047	Disease or Syndrome	HEPATITIS, ALCOHOLIC, alcohol hepatitis, hepatitis alcoholic, Alcoholic hepatitis, alcoholic hepatitis, Alcoholic Hepatitis, Alcoholic hepatitis (disorder), ALCOHOLIC HEPATITIS, hepatitis alcohol, AH - Alcoholic hepatitis, alcoholics hepatitis	1.0
PNnXPHntpZ	Alveolar Echinococcosis (Ae)									
CiT435rNK7	Amebiasis	Amebiasis	DISEASE	C0002438	Amebiasis	Infection with any of various amebae. It is an asymptomatic carrier state in most individuals, but diseases ranging from chronic, mild diarrhea to fulminant dysentery may occur.	T047	Disease or Syndrome	Amebiases, Disease caused by Endamoebidae, Amebic infection (disorder), Disease caused by Endamoebidae (disorder), Amebiasis NOS, Amoebic infection, amebiasis, AMEBIASIS, Amoebiasis, amebiases, Disease due to Endamoebidae, Amebic infection, amoebiasis, Amoebiases, Amebiasis, DISEASES DUE TO ENDAMOEBIDAE, Amebiasis, unspecified	1.0
BdXKYf7zLw	Amebic Liver/Hepatic abscesses	Amebic	DISEASE	C0002642	Amoeba genus	A genus of ameboid protozoa. Characteristics include a vesicular nucleus and the formation of several PSEUDOPODIA, one of which is dominant at a given time. Reproduction occurs asexually by binary fission.	T204	Eukaryote	Amebic, ameba, amoebic, Genus Amoeba, Amoebic, Amoeba, Ameba, Amoeba species, amoeba, AMEBA, Amoeba, NOS, Genus Amoeba (organism), amebic	1.0
KkBHUQbRUV	Anetoderma									
NfV7mQkQ2R	Anthrax									
pCnwzqxAZF	Antiretroviral therapy (art) in adolescents and young adults with HIV infection	HIV infection	DISEASE	C0019693	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	T047	Disease or Syndrome	DISEASES DUE TO IMMUNODEFICIENCY VIRUS, Infection, HIV, HIV seropositivity or positivity, HTLV III Infections, T-Lymphotropic Virus Type III Infections, Human, Infections, HTLV-III, Infection, HTLV-III-LAV, HTLV-III-LAV Infection, Infection, HTLV-III, HTLV-III-LAV Infections, HIV Infections, HIV - Human immunodeficiency virus infection, HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION, HTLV-III Infection, HTLV III LAV Infections, Human Immunodeficiency Virus Infection, Infections, HIV, Infections, HTLV-III-LAV, HIV Infection, HIV disease, HIV DISEASE, Human immunodeficiency virus disease, T Lymphotropic Virus Type III Infections, Human, hiv infection, Human immunodeficiency virus infection, NOS, Human immunodeficiency virus infection, Human immunodeficiency virus [HIV] disease, HIV infection, HIV, HIV infections, HTLV-III Infections, Human immunodeficiency virus infection (disorder)	1.0
2yWgrcaUef	Antiretroviral therapy (art) in pregnant people with HIV infection	HIV infection	DISEASE	C0019693	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	T047	Disease or Syndrome	DISEASES DUE TO IMMUNODEFICIENCY VIRUS, Infection, HIV, HIV seropositivity or positivity, HTLV III Infections, T-Lymphotropic Virus Type III Infections, Human, Infections, HTLV-III, Infection, HTLV-III-LAV, HTLV-III-LAV Infection, Infection, HTLV-III, HTLV-III-LAV Infections, HIV Infections, HIV - Human immunodeficiency virus infection, HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION, HTLV-III Infection, HTLV III LAV Infections, Human Immunodeficiency Virus Infection, Infections, HIV, Infections, HTLV-III-LAV, HIV Infection, HIV disease, HIV DISEASE, Human immunodeficiency virus disease, T Lymphotropic Virus Type III Infections, Human, hiv infection, Human immunodeficiency virus infection, NOS, Human immunodeficiency virus infection, Human immunodeficiency virus [HIV] disease, HIV infection, HIV, HIV infections, HTLV-III Infections, Human immunodeficiency virus infection (disorder)	1.0
8jfWqAht9u	Antiretroviral therapy (art) in Treatment-Naive patients with HIV infection	HIV infection	DISEASE	C0019693	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	T047	Disease or Syndrome	DISEASES DUE TO IMMUNODEFICIENCY VIRUS, Infection, HIV, HIV seropositivity or positivity, HTLV III Infections, T-Lymphotropic Virus Type III Infections, Human, Infections, HTLV-III, Infection, HTLV-III-LAV, HTLV-III-LAV Infection, Infection, HTLV-III, HTLV-III-LAV Infections, HIV Infections, HIV - Human immunodeficiency virus infection, HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION, HTLV-III Infection, HTLV III LAV Infections, Human Immunodeficiency Virus Infection, Infections, HIV, Infections, HTLV-III-LAV, HIV Infection, HIV disease, HIV DISEASE, Human immunodeficiency virus disease, T Lymphotropic Virus Type III Infections, Human, hiv infection, Human immunodeficiency virus infection, NOS, Human immunodeficiency virus infection, Human immunodeficiency virus [HIV] disease, HIV infection, HIV, HIV infections, HTLV-III Infections, Human immunodeficiency virus infection (disorder)	1.0
rhGiR2qtDN	Antiretroviral therapy for HIV infection	HIV infection	DISEASE	C0019693	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	T047	Disease or Syndrome	DISEASES DUE TO IMMUNODEFICIENCY VIRUS, Infection, HIV, HIV seropositivity or positivity, HTLV III Infections, T-Lymphotropic Virus Type III Infections, Human, Infections, HTLV-III, Infection, HTLV-III-LAV, HTLV-III-LAV Infection, Infection, HTLV-III, HTLV-III-LAV Infections, HIV Infections, HIV - Human immunodeficiency virus infection, HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION, HTLV-III Infection, HTLV III LAV Infections, Human Immunodeficiency Virus Infection, Infections, HIV, Infections, HTLV-III-LAV, HIV Infection, HIV disease, HIV DISEASE, Human immunodeficiency virus disease, T Lymphotropic Virus Type III Infections, Human, hiv infection, Human immunodeficiency virus infection, NOS, Human immunodeficiency virus infection, Human immunodeficiency virus [HIV] disease, HIV infection, HIV, HIV infections, HTLV-III Infections, Human immunodeficiency virus infection (disorder)	1.0
pHekmbT2yH	Arcanobacterium Haemolyticum	Arcanobacterium	CHEMICAL	C0314862	Arcanobacterium	A genus of facultatively anaerobic, gram-positive bacteria in the family ACTINOMYCETACEAE, order ACTINOMYCETALES. They are obligate parasites of the PHARYNX in humans and farm animals.	T007	Bacterium	Genus Arcanobacterium (organism), arcanobacterium, Arcanobacterium species, ARCANOBACTERIUM, Archanobacterium, Genus Arcanobacterium, Arcanibacterium, Arcanobacterium, Arcanobacterium, NOS	1.0
aRexUzDKzF	Arenaviruses									
CZLLhYmKrz	Arthritis as a manifestation of systemic disease	Arthritis	DISEASE	C0003864	Arthritis	Acute or chronic inflammation of JOINTS.	T047	Disease or Syndrome	inflammatory arthritis, Joint inflamed, Inflammatory arthritis, INFLAMMATORY ARTHROPATHIES, joint inflammation, Arthritides, JOINT INFLAMMATION, Arthritis, NOS, Joint inflammation, ARTHRITIS, Inflammation of joint NOS, Inflammatory arthropathy, Arthritis, inflammatory, arthritide, Arthritis, Arthritis (disorder), arthritides, arthritis	1.0
MxJDqtm7va	Ascariasis									
aH4tPTVs5S	Aspergillosis	Aspergillosis	DISEASE	C0004030	Aspergillosis	Infections with fungi of the genus ASPERGILLUS.	T047	Disease or Syndrome	ASPERGILLOSIS, Infections, Aspergillus, Infection due to Aspergillus, Aspergillosis, aspergillose, Aspergillosis, NOS, Aspergilloses, aspergillosis, aspergilloses, aspergillus infection, Infection, Aspergillus, Aspergillus Infection, Aspergillus infections, Aspergillus Infections, aspergillus infections, Aspergillosis (disorder)	1.0
ZftTTHUEU2	Aspiration Pneumonitis and pneumonia	Pneumonitis	DISEASE	C3714636	Pneumonitis	An inflammatory process affecting the lung parenchyma. It is a milder form of lung inflammation compared to pneumonia.	T047	Disease or Syndrome	Inflammation, Lung, inflammation lung, Inflammations, Pulmonary, Pulmonary Inflammation, Pneumonitis (disorder), Lung Inflammations, Pneumonitides, Pulmonary Inflammations, Inflammations, Lung, Inflammation, Pulmonary, Lung Inflammation, PNEUMONITIS, Lung inflammation, Pulmonary inflammation, pulmonitis, pneumonias, pneumonitis, Pneumonitis	1.0
ZftTTHUEU2	Aspiration Pneumonitis and pneumonia	pneumonia	DISEASE	C0032285	Pneumonia	Infection of the lung often accompanied by inflammation.	T047	Disease or Syndrome	Lung inflamed, Pulmonitis, PNEUMONIA, Pneumonias, Pneumonia (disorder), Pneumonia, NOS, Pneumonia, pneum, pulmonary inflammation, pneumonia, unspecified pneumonia, inflammation lungs, lung inflammation, Pulmonary inflammation, Pneumonitis, NOS	1.0
edsP6QJX4e	Asymmetric Periflexural Exanthem of childhood	Exanthem	DISEASE	C0015230	Exanthema	Diseases in which skin eruptions or rashes are a prominent manifestation. Classically, six such diseases were described with similar rashes; they were numbered in the order in which they were reported. Only the fourth (Duke's disease), fifth (ERYTHEMA INFECTIOSUM), and sixth (EXANTHEMA SUBITUM) numeric designations survive as occasional synonyms in current terminology.	T184	Sign or Symptom	Exanthem, Skin eruption, Rash and other nonspecific skin eruption, Eruption of skin, Eruption of skin (disorder), ERUPTION, Rash, NOS, Exanthemata, skin rash, exanthemas, Cutaneous Eruption, Skin Rash, SKIN ERUPTION, exanthems, efflorescence, Skin rash, Skin rashes, exanthem, cutaneous eruption on skin, rash, EXANTHEMA, Rash, Skin, Rashes, rashes, EXANTHEM, RASH, skin eruption, Eruption, exanthema, cutaneous eruptions, Cutaneous eruption, Exanthema, Breaking out - eruption, Cutaneous eruption, NOS, Rash, exanthemata, spots	1.0
NHS7gzk4tg	Atypical Mycobacterial diseases									
p6ai9gTjQW	Avian influenza (bird flu)									
sYuMJt6YKy	B virus (Macacine Herpesvirus 1, herpes B)	Macacine Herpesvirus 1	DISEASE	C0019378	Herpesvirus 1, Cercopithecine	A species of SIMPLEXVIRUS that causes vesicular lesions of the mouth in monkeys. When the virus is transmitted to man it causes an acute encephalitis or encephalomyelitis, which is nearly always fatal.	T005	Virus	herpes B virus, herpes b virus, herpes simiae, monkey B virus, Cercopithecid herpesvirus 1, Herpesviruses, Simian, herpesvirus simiae, monkey b virus, herpes b simian virus, Herpesvirus 1, Macacine, Cercopithecine herpesvirus 1, B Viruses, herpes virus B, Herpesvirus 1 (alpha), Cercopithecine, alphaherpesvirus 1, Macacine, Simian herpesvirus, Cercopithecine Herpesvirus 1, Simiae, Herpesvirus, Cercopithecid herpesvirus I, Herpes simiae, Herpes B Viruses, Herpesvirus simiae, b virus, Herpes Virus B, Macacine alphaherpesvirus 1, simian herpes B virus SHBV, Monkey B Virus, Herpesvirus B, Herpesvirus, Simian, Cercopithecine herpesvirus 1 (organism), Herpesvirus of cercopithecus monkeys, B Virus, Simian Herpesviruses, Macacine Herpesvirus 1, Simian herpes B virus, Herpesvirus Simiae, Macacine herpesvirus 1, Monkey B virus, Simian herpesvirus B, B virus, Simian Herpesvirus, Herpes B Virus, Monkey B Viruses, cercopithecine herpesvirus 1, virus b	1.0
sYuMJt6YKy	B virus (Macacine Herpesvirus 1, herpes B)	herpes B	CHEMICAL	C0019340	Herpes NOS		T047	Disease or Syndrome	HERPES, herpes, Herpes	0.903
NdFsJ5cEPm	Babesiosis									
ue7mDqBdUo	Bacillary Angiomatosis									
o5PNkcwnwf	Bacterial Conjunctivitis (pink eye)	Conjunctivitis	DISEASE	C0009763	Conjunctivitis	INFLAMMATION of the CONJUNCTIVA.	T047	Disease or Syndrome	Pink Eyes, Pink Eye, Conjunctivitis (disorder), Conjunctivitis, unspecified, conjunctivitis, inflammation of conjunctiva, conjunctiva inflammation, Pink eye disease, Inflammation of conjunctiva, Conjunctiva inflamed, CONJUNCTIVITIS, Conjunctivitis, Conjunctivitis, NOS, Conjunctivitides	1.0
mmJWnpT8kb	Bacterial Endophthalmitis	Endophthalmitis	DISEASE	C0014236	Endophthalmitis	Suppurative inflammation of the tissues of the internal structures of the eye frequently associated with an infection.	T047	Disease or Syndrome	ophthalmia, Ophthalmias, Inflammatory disorder of the eye (disorder), Endophthalmitis (disorder), OPHTHALMITIS, Inflammatory disorder of the eye, Endophthalmitis, NOS, Ophthalmia, Endophthalmitides, ENDOPHTHALMITIS, Ophthalmitis, endophthalmitis, Endophthalmitis, Eye inflammation, Ophthalmitis, NOS, Ophthalmia, NOS	1.0
oqq2bAK2yQ	Bacterial Gastroenteritis	Gastroenteritis	DISEASE	C0017160	Gastroenteritis	INFLAMMATION of any segment of the GASTROINTESTINAL TRACT from ESOPHAGUS to RECTUM. Causes of gastroenteritis are many including genetic, infection, HYPERSENSITIVITY, drug effects, and CANCER.	T047	Disease or Syndrome	gastroenteritis, gastroenteritides, GE - Gastroenteritis, Gastrointestinal tract inflamed, Inflammation of the mucous membrane of the stomach and bowel, Inflammation of stomach and intestine (disorder), Gastroenteritides, Gastroenteritis, NOS, Inflammation of stomach and intestine, GASTROENTERITIS, Gastroenteritis, gastroenteritis nos	1.0
S8LivqGgKH	Bacterial infections and pregnancy	infections	DISEASE	C0851162	Infections of musculoskeletal system		T047	Disease or Syndrome	Musculoskeletal infective disorder, infections of the muscles or skeleton, Infections, Infection of musculoskeletal system, Musculoskeletal infective disorder (disorder)	1.0
mrj2kZEX9X	Bacterial Keratitis	Keratitis	DISEASE	C0022568	Keratitis	Inflammation of the cornea.	T047	Disease or Syndrome	corneal inflammation, Keratitis, NOS, Keratitis (disorder), KERATITIS, INFLAMMATION CORNEAL, Cornea inflamed, Corneal keratitis, keratitis, Keratitides, Inflammation of cornea, Keratitis, CORNEAL INFLAMMATION, Corneal inflammation, Unspecified keratitis	1.0
6WHtvKWaSm	Bacterial Meningitis Empiric therapy	Meningitis	DISEASE	C0025289	Meningitis	Inflammation of the coverings of the brain and/or spinal cord, which consist of the PIA MATER; ARACHNOID; and DURA MATER. Infections (viral, bacterial, and fungal) are the most common causes of this condition, but subarachnoid hemorrhage (HEMORRHAGES, SUBARACHNOID), chemical irritation (chemical MENINGITIS), granulomatous conditions, neoplastic conditions (CARCINOMATOUS MENINGITIS), and other inflammatory conditions may produce this syndrome. (From Joynt, Clinical Neurology, 1994, Ch24, p6)	T047	Disease or Syndrome	Meningitis (disorder), MENINGITIS, meningitis, Meningitis of unspecified cause, Meningitides, Meningitis, unspecified, Inflammation of meninges, Meningitis, Meningitis, NOS, meningitides	1.0
9vFsFU2VqG	Bacterial Meningitis Organism-Specific therapy	Meningitis	DISEASE	C0025289	Meningitis	Inflammation of the coverings of the brain and/or spinal cord, which consist of the PIA MATER; ARACHNOID; and DURA MATER. Infections (viral, bacterial, and fungal) are the most common causes of this condition, but subarachnoid hemorrhage (HEMORRHAGES, SUBARACHNOID), chemical irritation (chemical MENINGITIS), granulomatous conditions, neoplastic conditions (CARCINOMATOUS MENINGITIS), and other inflammatory conditions may produce this syndrome. (From Joynt, Clinical Neurology, 1994, Ch24, p6)	T047	Disease or Syndrome	Meningitis (disorder), MENINGITIS, meningitis, Meningitis of unspecified cause, Meningitides, Meningitis, unspecified, Inflammation of meninges, Meningitis, Meningitis, NOS, meningitides	1.0
9BZ9hCpq7Q	Bacterial Overgrowth syndrome	Overgrowth syndrome	DISEASE	C2986703	Overgrowth Syndrome	A group of syndromes caused by genetic birth defects that may lead to the development of malignancies. It is characterized by a large body size or large body parts at birth, or excessive body growth early in childhood. Representative examples include neurofibromatosis, Beckwith-Wiedemann syndrome, and Sturge-Weber syndrome.	T047	Disease or Syndrome	Overgrowth syndrome	1.0
GHkhiFiaaT	Bacterial Pharyngitis	Pharyngitis	DISEASE	C0031350	Pharyngitis	Inflammation of the throat (PHARYNX).	T047	Disease or Syndrome	inflamed throats, inflammation throat, throat infection, throat inflamed, Pharyngitis, sore throat, PHARYNGEAL INFLAMMATION, PHARYNGITIS, infection throat, irritation of the throat, Pharyngitis (disorder), throat soreness, inflamed throat, soreness throat, throat inflammation, infections throat, Pharyngitides, pharyngitis, Pharyngitis, NOS, Pharynx inflamed	1.0
j9TiEkFJCN	Bacterial sepsis	sepsis	DISEASE	C0036690	Septicemia	Systemic disease associated with the presence of pathogenic microorganisms or their toxins in the blood.	T047	Disease or Syndrome	septicaemia, blood poisoning, Blood Poisoning, Infection in blood stream, Septicemia NOS, Blood Poisonings, Sepsis, poisoning blood, Blood poisoning, NOS, BLOOD POISONING, Septicemia, NOS, SEPTICAEMIA, SEPTICEMIA, septicemia, Poisoning, Blood, Poisonings, Blood, Septicemia, Unspecified septicemia, Septicaemia, NOS, Septicemias	1.0
moLiGryjaZ	Bacteroides infection	Bacteroides infection	DISEASE	C0004669	Bacteroides Infections	Infections with bacteria of the genus BACTEROIDES.	T047	Disease or Syndrome	Infection caused by Bacteroides (disorder), Infections, Bacteroides, Infection due to Bacteroides, Infection, Bacteroides, Bacterial infection with bacteroides, Bacteroides Infection, Infection caused by Bacteroides	1.0
TgjwwtaFRy	Balantidiasis									
V7xcQgLy9t	Bartonellosis (Bartonella infection)	Bartonella infection	DISEASE	C0004771	Bartonella Infections	Infections by the genus BARTONELLA. Bartonella bacilliformis can cause acute febrile anemia, designated Oroya fever, and a benign skin eruption, called verruga peruana. BARTONELLA QUINTANA causes TRENCH FEVER, while BARTONELLA HENSELAE is the etiologic agent of bacillary angiomatosis (ANGIOMATOSIS, BACILLARY) and is also one of the causes of CAT-SCRATCH DISEASE.	T047	Disease or Syndrome	Bartonella Infection, Guaitara fever, bartonellosis, Bartonella infections, Bartonellosis (disorder), Bartonellosis, Bartonella Infections, Infections, Bartonella, Bartonelloses, Rochalimaea Infection, CARRION DISEASE, carrion's disease, bartonelliasis, Rochalimaea Infections, Infection, Bartonella, Bartonella infection, Infection, Rochalimaea, BARTONELLOSIS, Infections, Rochalimaea, Rochalimaea infection, Carrion's disease	1.0
2E3oMxwFUb	Blastomycosis	Blastomycosis	DISEASE	C0005716	Blastomycosis	A fungal infection that may appear in two forms: 1, a primary lesion characterized by the formation of a small cutaneous nodule and small nodules along the lymphatics that may heal within several months; and 2, chronic granulomatous lesions characterized by thick crusts, warty growths, and unusual vascularity and infection in the middle or upper lobes of the lung.	T047	Disease or Syndrome	Blastomycosis, Blastomycotic infection, Blastomycosis (disorder), Blastomycosis, NOS, blastomycosis, blastomycoses, Blastomycoses, BLASTOMYCOSIS, Blastomycotic infection, NOS, Infection by Blastomyces, NOS, Infection by Blastomyces	1.0
VAyyEQ4sgx	Bocavirus	Bocavirus	CHEMICAL	C1641393	Bocavirus	A genus in the subfamily PARVOVIRINAE comprising three species: Bovine parvovirus, Canine minute virus, and HUMAN BOCAVIRUS.	T005	Virus	Genus Bocavirus (organism), Bocaparvovirus, Genus Bocavirus, Bocavirus, Bocaviruses	1.0
UoKwuvh5UK	Botulism									
tKsJjQ5ynN	Bowenoid Papulosis	Bowenoid Papulosis	DISEASE	C0334106	Bowenoid papulosis	Dysplastic papular lesions presenting on the genitalia of either sex. The lesions are associated with human papillomavirus infection. The majority of cases have a benign clinical course, although, a small number of cases with malignant transformation have been reported.	T191	Neoplastic Process	Bowenoid papulosis (disorder), Bowenoid papulosis, Bowenoid papulosis (morphologic abnormality), Bowenoid Papulosis	1.0
SKLo9wRsnk	Brain Abscess	Brain Abscess	DISEASE	C0006105	Brain Abscess	A circumscribed collection of purulent exudate in the brain, due to bacterial and other infections. The majority are caused by spread of infected material from a focus of suppuration elsewhere in the body, notably the PARANASAL SINUSES, middle ear (see EAR, MIDDLE); HEART (see also ENDOCARDITIS, BACTERIAL), and LUNG. Penetrating CRANIOCEREBRAL TRAUMA and NEUROSURGICAL PROCEDURES may also be associated with this condition. Clinical manifestations include HEADACHE; SEIZURES; focal neurologic deficits; and alterations of consciousness. (Adams et al., Principles of Neurology, 6th ed, pp712-6)	T047	Disease or Syndrome	abscess brain, cerebral abscess, Brain Abscess, BRAIN, ABSCESS, Abscess, Brain, Abscess of brain, Brain Abscesses, Brain abscess, abscess cerebral, brain abscess, Abscess of brain (disorder), BRAIN ABSCESS, brain abscesses, Brain--Abscess	1.0
984TmHJ7kg	Brucellosis									
rcuxcw7FrX	Burkholderia Cepacia									
mMYqe4c3bF	Burn wound infections									
oKFBjPYZp4	Buruli ulcer	Buruli ulcer	DISEASE	C0085568	Buruli Ulcer	A lesion in the skin and subcutaneous tissues due to infections by MYCOBACTERIUM ULCERANS. It was first reported in Uganda, Africa.	T047	Disease or Syndrome	Infection, Mycobacterium ulcerans, Disease, Buruli Ulcer, Mycobacterium ulcerans infection, Mycobacterium ulcerans Infections, Buruli ulcer (disorder), Ulcer, Buruli, SEARL ULCER, Buruli Ulcer, Buruli Ulcer Diseases, Skin infection by Mycobacterium ulcerans, Buruli Ulcer Disease, Cutaneous mycobacterium ulcerans infection, Buruli ulcer, Ulcer Disease, Buruli, Ulcer Diseases, Buruli, Diseases, Buruli Ulcer, Mycobacterium ulcerans Infection, Searles's ulcer, MYCOBACTERIUM ULCERANS INFECTION, Infection due to Mycobacterium ulcerans, BURULI ULCER, buruli ulcer, Infections, Mycobacterium ulcerans	1.0
NfXGTTpw7Z	Cbrne - Botulism	Cbrne - Botulism	DISEASE							
LqHRDiffau	Cbrne - glanders and Melioidosis									
55VXv7uu7e	Cbrne - smallpox									
Vjpxdn7pz6	Cbrne - Staphylococcal Enterotoxin B	Enterotoxin B	DISEASE	C0014372	Enterotoxins	Substances that are toxic to the intestinal tract causing vomiting, diarrhea, etc.; most common enterotoxins are produced by bacteria.	T116,T131	Amino Acid, Peptide, or Protein,Hazardous or Poisonous Substance	Enterotoxin, enterotoxin, enterotoxins, Enterotoxins, Enterotoxin (substance)	0.924
V3ExbAWsa6	Cbrne - viral hemorrhagic fevers	hemorrhagic fevers	DISEASE	C0019104	Hemorrhagic Fevers, Viral	A group of viral diseases of diverse etiology but having many similar clinical characteristics; increased capillary permeability, leukopenia, and thrombocytopenia are common to all. Hemorrhagic fevers are characterized by sudden onset, fever, headache, generalized myalgia, backache, conjunctivitis, and severe prostration, followed by various hemorrhagic symptoms. Hemorrhagic fever with kidney involvement is HEMORRHAGIC FEVER WITH RENAL SYNDROME.	T047	Disease or Syndrome	VHFs, hemorrhagic fever, viral hemorrhagic fever, Viral Hemorrhagic Fevers, Hemorrhagic Fever, haemorrhagic fever, Hemorrhagic fever, fever hemorrhagic, Hemorrhagic Fever, Viral, Viral hemorrhagic fever (disorder), VHF - Viral hemorrhagic fever, fever hemorrhagic viral, Fever, Viral Hemorrhagic, fevers haemorrhagic viral, Hemorrhagic Fevers, fevers hemorrhagic, Fevers, Viral Hemorrhagic, VHF - Viral haemorrhagic fever, Viral Hemorrhagic Fever, Viral hemorrhagic fever, viral hemorrhagic fevers, Viral haemorrhagic fever	1.0
