ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score
rZczhWcwwT	Adenovirus	Adenovirus	ENTITY	C0001483	Adenoviruses	A family of non-enveloped viruses infecting mammals (MASTADENOVIRUS) and birds (AVIADENOVIRUS) or both (ATADENOVIRUS). Infections may be asymptomatic or result in a variety of diseases.	T005	Virus	Family Adenoviridae (organism), ADENOVIRUS GROUP, ADENOVIRUS, adenoviruses, Adenoviruses, adenovirus, Adenovirus, NOS, adenoviridae, ADV, Adenoviridae, Adenovirus, Adenovirus group, NOS, Adenoviral, Adenovirus group, Family Adenoviridae, adenoviral	1.0
gWKVJ6jjd5	African Trypanosomiasis (sleeping sickness)	African	ENTITY	C0027567	African	Denotes a person with ancestral origins are in any of the countries of Africa.	T098	Population Group	Black, African race (racial group), African, Negroid Race, Negroid, Negroid Races, AFRICAN, African race, Race, Negroid, African Ancestry	1.0
gWKVJ6jjd5	African Trypanosomiasis (sleeping sickness)	Trypanosomiasis	ENTITY	C0041227	Trypanosomiasis	Infection with protozoa of the genus TRYPANOSOMA.	T047	Disease or Syndrome	trypanosomiasis, Trypanosomiasis, Trypanosomiasis, unspecified, Trypanosomosis, Trypanosomiases, Trypanosomiasis (disorder)	1.0
gWKVJ6jjd5	African Trypanosomiasis (sleeping sickness)	sleeping sickness	ENTITY	C0041228	African Trypanosomiasis	"A disease endemic among people and animals in Central Africa. It is caused by various species of trypanosomes, particularly T. gambiense and T. rhodesiense. Its second host is the TSETSE FLY. Involvement of the central nervous system produces ""African sleeping sickness."" Nagana is a rapidly fatal trypanosomiasis of horses and other animals."	T047	Disease or Syndrome	Sleeping sickness NOS, African Sleeping Sicknesses, SLEEPING SICKNESS, African trypanosomiasis, unspecified, SCHLAFKRANKHEIT, Sleeping Sicknesses, African, Sleeping Sickness, African Sleeping Sickness, Sicknesses, African Sleeping, sickness sleeping, African sickness sleeping, Sickness, African Sleeping, Sleeping sickness, SLEEPING SICKNESS, AFRICAN, Trypanosomiasis, African, African sleeping sickness, African Trypanosomiasis, Sleeping sickness, NOS, African trypanosomiasis, African trypanosomiasis (disorder), MALADIE DU SOMMEIL, Sleeping Sickness, African, Trypanosomiases, African, TRYPANOSOMIASIS, AFRICAN, sleeping sickness, African Trypanosomiases	1.0
3tpg5qn8PM	Alcoholic hepatitis	Alcoholic hepatitis	ENTITY	C0019187	Hepatitis, Alcoholic	INFLAMMATION of the LIVER due to ALCOHOL ABUSE. It is characterized by NECROSIS of HEPATOCYTES, infiltration by NEUTROPHILS, and deposit of MALLORY BODIES. Depending on its severity, the inflammatory lesion may be reversible or progress to LIVER CIRRHOSIS.	T047	Disease or Syndrome	HEPATITIS, ALCOHOLIC, alcohol hepatitis, hepatitis alcoholic, Alcoholic hepatitis, alcoholic hepatitis, Alcoholic Hepatitis, Alcoholic hepatitis (disorder), ALCOHOLIC HEPATITIS, hepatitis alcohol, AH - Alcoholic hepatitis, alcoholics hepatitis	1.0
jJ5VVES6DS	Alveolar Echinococcosis (Ae)	Alveolar Echinococcosis	ENTITY	C0152069	Echinococcus multilocularis infection	A rare parasitic disorder that occurs after ingestion of eggs of &lt;i&gt;Echinococcus multilocularis&lt;/i&gt; and characterized by an initial asymptomatic incubation period of many years followed by a chronic course where the clinical manifestations include epigastric pain and jaundice.	T047	Disease or Syndrome	Echinococcus multilocularis infection, unspecified, Alveolococcosis, Multilocular echinococcosis, Echinococcus multilocularis infection, Alveolar echinococcosis, Alveolar hydatid disease, Echinococcus Multilocularis Infection, Echinococcus multilocularis infection (disorder)	1.0
jJ5VVES6DS	Alveolar Echinococcosis (Ae)	Ae)	ENTITY							
ajfrgZDttv	Amebiasis	Amebiasis	ENTITY	C0002438	Amebiasis	Infection with any of various amebae. It is an asymptomatic carrier state in most individuals, but diseases ranging from chronic, mild diarrhea to fulminant dysentery may occur.	T047	Disease or Syndrome	Amebiases, Disease caused by Endamoebidae, Amebic infection (disorder), Disease caused by Endamoebidae (disorder), Amebiasis NOS, Amoebic infection, amebiasis, AMEBIASIS, Amoebiasis, amebiases, Disease due to Endamoebidae, Amebic infection, amoebiasis, Amoebiases, Amebiasis, DISEASES DUE TO ENDAMOEBIDAE, Amebiasis, unspecified	1.0
iH7snx4B56	Amebic Liver/Hepatic abscesses	Amebic	ENTITY	C0002642	Amoeba genus	A genus of ameboid protozoa. Characteristics include a vesicular nucleus and the formation of several PSEUDOPODIA, one of which is dominant at a given time. Reproduction occurs asexually by binary fission.	T204	Eukaryote	Amebic, ameba, amoebic, Genus Amoeba, Amoebic, Amoeba, Ameba, Amoeba species, amoeba, AMEBA, Amoeba, NOS, Genus Amoeba (organism), amebic	1.0
iH7snx4B56	Amebic Liver/Hepatic abscesses	Liver/Hepatic abscesses	ENTITY	C0023885	Liver Abscess	Solitary or multiple collections of PUS within the liver as a result of infection by bacteria, protozoa, or other agents.	T047	Disease or Syndrome	abscess liver, Hepatic abscess, Liver--Abscess, abscesses hepatic, Abscess of liver, Liver Abscesses, Abscess of liver (disorder), abscessed liver, Hepatic Abscess, of liver abscess, Abscesses, Hepatic, Hepatic Abscesses, LIVER ABSCESS, Hepatic abscess, NOS, Abscesses, Liver, abscess hepatic, Abscess, Hepatic, Abscess, Liver, Liver Abscess, Liver abscess, Abscess of liver, NOS, abscess of liver, hepatic abscess, liver abscess, liver abscesses	0.716
VviEpryr8d	Anetoderma	Anetoderma	ENTITY	C1288283	Atrophoderma maculatum	Benign DERMATOSIS caused by a loss of dermal ELASTIC TISSUE resulting in localized sac-like areas of flaccid skin. It can be either primary (idiopathic) or secondary to other skin conditions, PENICILLAMINE use, or premature birth.	T047	Disease or Syndrome	macular atrophy, Atrophie blanche of Milian, Atrophy blanche of Milian, anetoderma, Macular atrophy, Anetodermas, Atrophoderma maculatum, Milian's erythema, Anetoderma (disorder), Anetoderma	1.0
dXXi3WPrAb	Anthrax	Anthrax	ENTITY	C0003175	Anthrax disease	An acute infection caused by the spore-forming bacteria BACILLUS ANTHRACIS. It commonly affects hoofed animals such as sheep and goats. Infection in humans often involves the skin (cutaneous anthrax), the lungs (inhalation anthrax), or the gastrointestinal tract. Anthrax is not contagious and can be treated with antibiotics.	T047	Disease or Syndrome	Infection due to Bacillus anthracis, Anthrax, NOS, Bacillus anthracis Infections, CHARBON, anthrax, charbon, FEVER, SPLENIC, MILZBRAND, Anthrax (disorder), Anthrax, unspecified, anthrax disease, Splenic fever, Anthrax, Milzbrand, SPLENIC FEVER, ANTHRAX, Bacillus anthracis Infection, Charbon, splenic fever	1.0
qyyE4sPZec	Antiretroviral therapy (art) in adolescents and young adults with HIV infection	Antiretroviral therapy	ENTITY	C1963724	Antiretroviral therapy	Treatment of retroviral infections with medications that target the virus directly, limiting the ability of infected cells to produce new virus particles.	T061	Therapeutic or Preventive Procedure	ART, Antiretroviral Therapy, Antiretroviral therapy, Anti-Retroviral Therapy	1.0
qyyE4sPZec	Antiretroviral therapy (art) in adolescents and young adults with HIV infection	adolescents	ENTITY	C0205653	Adolescent (age group)	A person 13 to 18 years of age.	T100	Age Group	teenager, adolescents, teens, teen, Adolescent Youth, pubescent, teenagers, ADOLESCENT, Adolescent, adolescent, Adolescents, Adolescent (person)	1.0
qyyE4sPZec	Antiretroviral therapy (art) in adolescents and young adults with HIV infection	young adults	ENTITY	C0238598	Young Adult	A person between 19 and 24 years of age.	T100	Age Group	young adult, Adults, Young, ADULT, YOUNG, Young Adults, Adult, Young, Adult Youth, Young Adult, Young adults	1.0
qyyE4sPZec	Antiretroviral therapy (art) in adolescents and young adults with HIV infection	HIV infection	ENTITY	C0019693	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	T047	Disease or Syndrome	DISEASES DUE TO IMMUNODEFICIENCY VIRUS, Infection, HIV, HIV seropositivity or positivity, HTLV III Infections, T-Lymphotropic Virus Type III Infections, Human, Infections, HTLV-III, Infection, HTLV-III-LAV, HTLV-III-LAV Infection, Infection, HTLV-III, HTLV-III-LAV Infections, HIV Infections, HIV - Human immunodeficiency virus infection, HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION, HTLV-III Infection, HTLV III LAV Infections, Human Immunodeficiency Virus Infection, Infections, HIV, Infections, HTLV-III-LAV, HIV Infection, HIV disease, HIV DISEASE, Human immunodeficiency virus disease, T Lymphotropic Virus Type III Infections, Human, hiv infection, Human immunodeficiency virus infection, NOS, Human immunodeficiency virus infection, Human immunodeficiency virus [HIV] disease, HIV infection, HIV, HIV infections, HTLV-III Infections, Human immunodeficiency virus infection (disorder)	1.0
fk5pQcmurp	Antiretroviral therapy (art) in pregnant people with HIV infection	Antiretroviral therapy	ENTITY	C1963724	Antiretroviral therapy	Treatment of retroviral infections with medications that target the virus directly, limiting the ability of infected cells to produce new virus particles.	T061	Therapeutic or Preventive Procedure	ART, Antiretroviral Therapy, Antiretroviral therapy, Anti-Retroviral Therapy	1.0
fk5pQcmurp	Antiretroviral therapy (art) in pregnant people with HIV infection	pregnant people	ENTITY	C0549206	Patient currently pregnant	Observed to be or have been pregnant.	T033	Finding	Gravid, Pregnancy, Gravidity, Pregnancy, not delivered, Patient currently pregnant, pregnant patient, Pregnant, Currently pregnant, Pregnancy, gravid, pregnant, gravid, Pregnancy (finding), Pregnancy not delivered	0.723
fk5pQcmurp	Antiretroviral therapy (art) in pregnant people with HIV infection	HIV infection	ENTITY	C0019693	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	T047	Disease or Syndrome	DISEASES DUE TO IMMUNODEFICIENCY VIRUS, Infection, HIV, HIV seropositivity or positivity, HTLV III Infections, T-Lymphotropic Virus Type III Infections, Human, Infections, HTLV-III, Infection, HTLV-III-LAV, HTLV-III-LAV Infection, Infection, HTLV-III, HTLV-III-LAV Infections, HIV Infections, HIV - Human immunodeficiency virus infection, HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION, HTLV-III Infection, HTLV III LAV Infections, Human Immunodeficiency Virus Infection, Infections, HIV, Infections, HTLV-III-LAV, HIV Infection, HIV disease, HIV DISEASE, Human immunodeficiency virus disease, T Lymphotropic Virus Type III Infections, Human, hiv infection, Human immunodeficiency virus infection, NOS, Human immunodeficiency virus infection, Human immunodeficiency virus [HIV] disease, HIV infection, HIV, HIV infections, HTLV-III Infections, Human immunodeficiency virus infection (disorder)	1.0
4Wu4yWHT9c	Antiretroviral therapy (art) in Treatment-Naive patients with HIV infection	Antiretroviral therapy	ENTITY	C1963724	Antiretroviral therapy	Treatment of retroviral infections with medications that target the virus directly, limiting the ability of infected cells to produce new virus particles.	T061	Therapeutic or Preventive Procedure	ART, Antiretroviral Therapy, Antiretroviral therapy, Anti-Retroviral Therapy	1.0
4Wu4yWHT9c	Antiretroviral therapy (art) in Treatment-Naive patients with HIV infection	Treatment-Naive	ENTITY	C5395609	Treatment naive	Never previously exposed to therapy or treatment.	T033	Finding	Treatment naive (finding)	0.769
4Wu4yWHT9c	Antiretroviral therapy (art) in Treatment-Naive patients with HIV infection	patients	ENTITY	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	T101	Patient or Disabled Group	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	1.0
4Wu4yWHT9c	Antiretroviral therapy (art) in Treatment-Naive patients with HIV infection	HIV infection	ENTITY	C0019693	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	T047	Disease or Syndrome	DISEASES DUE TO IMMUNODEFICIENCY VIRUS, Infection, HIV, HIV seropositivity or positivity, HTLV III Infections, T-Lymphotropic Virus Type III Infections, Human, Infections, HTLV-III, Infection, HTLV-III-LAV, HTLV-III-LAV Infection, Infection, HTLV-III, HTLV-III-LAV Infections, HIV Infections, HIV - Human immunodeficiency virus infection, HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION, HTLV-III Infection, HTLV III LAV Infections, Human Immunodeficiency Virus Infection, Infections, HIV, Infections, HTLV-III-LAV, HIV Infection, HIV disease, HIV DISEASE, Human immunodeficiency virus disease, T Lymphotropic Virus Type III Infections, Human, hiv infection, Human immunodeficiency virus infection, NOS, Human immunodeficiency virus infection, Human immunodeficiency virus [HIV] disease, HIV infection, HIV, HIV infections, HTLV-III Infections, Human immunodeficiency virus infection (disorder)	1.0
wwLTsuJoH8	Antiretroviral therapy for HIV infection	Antiretroviral therapy	ENTITY	C1963724	Antiretroviral therapy	Treatment of retroviral infections with medications that target the virus directly, limiting the ability of infected cells to produce new virus particles.	T061	Therapeutic or Preventive Procedure	ART, Antiretroviral Therapy, Antiretroviral therapy, Anti-Retroviral Therapy	1.0
wwLTsuJoH8	Antiretroviral therapy for HIV infection	HIV infection	ENTITY	C0019693	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	T047	Disease or Syndrome	DISEASES DUE TO IMMUNODEFICIENCY VIRUS, Infection, HIV, HIV seropositivity or positivity, HTLV III Infections, T-Lymphotropic Virus Type III Infections, Human, Infections, HTLV-III, Infection, HTLV-III-LAV, HTLV-III-LAV Infection, Infection, HTLV-III, HTLV-III-LAV Infections, HIV Infections, HIV - Human immunodeficiency virus infection, HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION, HTLV-III Infection, HTLV III LAV Infections, Human Immunodeficiency Virus Infection, Infections, HIV, Infections, HTLV-III-LAV, HIV Infection, HIV disease, HIV DISEASE, Human immunodeficiency virus disease, T Lymphotropic Virus Type III Infections, Human, hiv infection, Human immunodeficiency virus infection, NOS, Human immunodeficiency virus infection, Human immunodeficiency virus [HIV] disease, HIV infection, HIV, HIV infections, HTLV-III Infections, Human immunodeficiency virus infection (disorder)	1.0
A2e4RkjeGo	Arcanobacterium Haemolyticum	Arcanobacterium Haemolyticum	ENTITY	C0314863	Arcanobacterium haemolyticum	A species of facultatively anaerobic, Gram positive, rod shaped bacteria assigned to the phylum Actinobacteria. This bacteria is catalase negative, hemolytic on human blood agar plates and grows best in culture with added carbon dioxide and blood. A. haemolyticum is found on human skin and mucus membranes of the upper respiratory tract, and is associated with pharyngitis and skin and tissue infections.	T007	Bacterium	Arcanibacterium haemolyticum, Arcanobacterium haemolyticum (organism), Corynebacterium hemolyticum, Arcanobacterium hemolyticum, Corynebacterium haemolyticum, Arcanobacterium haemolyticum, Corynebacterium haemolyticus	1.0
ANzDSJ4v5o	Arenaviruses	Arenaviruses	ENTITY	C0206497	Arenavirus	The only genus in the family ARENAVIRIDAE. It contains two groups ARENAVIRUSES, OLD WORLD and ARENAVIRUSES, NEW WORLD, which are distinguished by antigenic relationships and geographic distribution.	T005	Virus	LCM virus group, arenavirus, Genus Arenavirus (organism), LCM group virus, Arenavirus, NOS, LCM virus group, NOS, Genus Arenavirus, arenaviruses, Arenaviruses, Arenavirus, ARENAVIRUS	1.0
GekEZoCy2W	Arthritis as a manifestation of systemic disease	Arthritis	ENTITY	C0003864	Arthritis	Acute or chronic inflammation of JOINTS.	T047	Disease or Syndrome	inflammatory arthritis, Joint inflamed, Inflammatory arthritis, INFLAMMATORY ARTHROPATHIES, joint inflammation, Arthritides, JOINT INFLAMMATION, Arthritis, NOS, Joint inflammation, ARTHRITIS, Inflammation of joint NOS, Inflammatory arthropathy, Arthritis, inflammatory, arthritide, Arthritis, Arthritis (disorder), arthritides, arthritis	1.0
GekEZoCy2W	Arthritis as a manifestation of systemic disease	manifestation	ENTITY	C0205319	Manifest		T169	Functional Concept	Manifest, manifest, manifesting, manifests, Manifest (qualifier value), manifestations, manifestation of, manifestation, manifested	1.0
GekEZoCy2W	Arthritis as a manifestation of systemic disease	systemic disease	ENTITY	C0442893	Systemic disease	A clinical course finding indicating that a disease presents with systemic manifestations.	T047	Disease or Syndrome	Systemic Disease, disease systemic, illnesses systemic, Systemic illness, Systemic disease (disorder), Systemic disease, NOS, diseases systemic, systemic illness, Systemic disease, Systemic Disorder, Systemic illness (qualifier value), systemic disease	1.0
vqHdDyQYYm	Ascariasis	Ascariasis	ENTITY	C0003950	Ascariasis	Infection by nematodes of the genus ASCARIS. Ingestion of infective eggs causes diarrhea and pneumonitis. Its distribution is more prevalent in areas of poor sanitation and where human feces are used for fertilizer.	T047	Disease or Syndrome	Ascariasis, Ascariasis (disorder), ASCARIASIS, Infection, Ascaris, Ascaris Infection, Ascaris Infections, Ascariases, Ascariasis - roundworms, ascariosis, Infections, Ascaris, ascaridiasis, ascariasis, Ascariosis	1.0
gcKpaaZJZr	Aspergillosis	Aspergillosis	ENTITY	C0004030	Aspergillosis	Infections with fungi of the genus ASPERGILLUS.	T047	Disease or Syndrome	ASPERGILLOSIS, Infections, Aspergillus, Infection due to Aspergillus, Aspergillosis, aspergillose, Aspergillosis, NOS, Aspergilloses, aspergillosis, aspergilloses, aspergillus infection, Infection, Aspergillus, Aspergillus Infection, Aspergillus infections, Aspergillus Infections, aspergillus infections, Aspergillosis (disorder)	1.0
Qim5gE47MW	Aspiration Pneumonitis and pneumonia	Aspiration	ENTITY	C0349707	Aspiration-action	Procedure using suction, usually with a thin needle and syringe, to remove bodily fluid or tissue.	T061	Therapeutic or Preventive Procedure	Aspiration - action, Aspiration, aspiration procedure, Aspiration procedure, Removal by suction, Aspiration - action (qualifier value), aspiration action, aspiration, Aspiration (procedure)	1.0
Qim5gE47MW	Aspiration Pneumonitis and pneumonia	Pneumonitis	ENTITY	C3714636	Pneumonitis	An inflammatory process affecting the lung parenchyma. It is a milder form of lung inflammation compared to pneumonia.	T047	Disease or Syndrome	Inflammation, Lung, inflammation lung, Inflammations, Pulmonary, Pulmonary Inflammation, Pneumonitis (disorder), Lung Inflammations, Pneumonitides, Pulmonary Inflammations, Inflammations, Lung, Inflammation, Pulmonary, Lung Inflammation, PNEUMONITIS, Lung inflammation, Pulmonary inflammation, pulmonitis, pneumonias, pneumonitis, Pneumonitis	1.0
Qim5gE47MW	Aspiration Pneumonitis and pneumonia	pneumonia	ENTITY	C0032285	Pneumonia	Infection of the lung often accompanied by inflammation.	T047	Disease or Syndrome	Lung inflamed, Pulmonitis, PNEUMONIA, Pneumonias, Pneumonia (disorder), Pneumonia, NOS, Pneumonia, pneum, pulmonary inflammation, pneumonia, unspecified pneumonia, inflammation lungs, lung inflammation, Pulmonary inflammation, Pneumonitis, NOS	1.0
uKUDbkXZ5p	Asymmetric Periflexural Exanthem of childhood	Asymmetric Periflexural Exanthem of childhood	ENTITY							
fujqySerrZ	Atypical Mycobacterial diseases	Atypical	ENTITY	C0205182	Atypical	Varying from the norm; not conformable to the type.	T080	Qualitative Concept	atypical, Atypical, Atypical (qualifier value)	1.0
XirNn3JLTL	Avian influenza (bird flu)	Avian	ENTITY	C0005595	Aves	Warm-blooded VERTEBRATES possessing FEATHERS and belonging to the class Aves.	T012	Bird	Class Aves, Birds, birds, Bird, Avian, avian, avians, Class Aves (organism), bird, aves, Aves	1.0
