InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score	Document
JYRFirpF5d	Planetary health, worried about their future and that of their families in the climate crisis, or already affected by Climate-Driven disasters, engagement with Naturebased or Youth-Powered organizations may Providemeaningful community involvement to support mental health while making positive Change.58,59 considerations for Speci Fic Pediatric populations Climate-Informed care provision applies to many common childhood conditions . Pediatricians can better care for the children they serve when they understand how climate change Inﬂuences the presentation, severity, and management of these conditions . asthma and allergies one in 14 American children have Asthma.60Pediatricians are trained extensively in diagnosis and management of asthma, but sometimes are less focused on	Asthma.60Pediatricians	ENTITY								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
JYRFirpF5d	Planetary health, worried about their future and that of their families in the climate crisis, or already affected by Climate-Driven disasters, engagement with Naturebased or Youth-Powered organizations may Providemeaningful community involvement to support mental health while making positive Change.58,59 considerations for Speci Fic Pediatric populations Climate-Informed care provision applies to many common childhood conditions . Pediatricians can better care for the children they serve when they understand how climate change Inﬂuences the presentation, severity, and management of these conditions . asthma and allergies one in 14 American children have Asthma.60Pediatricians are trained extensively in diagnosis and management of asthma, but sometimes are less focused on	diagnosis	ENTITY	C0011900	Diagnosis	The determination of the nature of a disease or condition, or the distinguishing of one disease or condition from another. Assessment may be made through physical examination, laboratory tests, or the likes. Computerized programs may be used to enhance the decision-making process.	T060	Diagnostic Procedure	diagnosing, Diagnosis (observable entity), Diagnostic, diagnosis, diagnoses, diagnosed, {Diagnosis}, diagnose, DIAGNOSIS, Diagnosed, diagnosis (DX), Diagnosis, Diagnose, Diagnoses, Dx	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
JYRFirpF5d	Planetary health, worried about their future and that of their families in the climate crisis, or already affected by Climate-Driven disasters, engagement with Naturebased or Youth-Powered organizations may Providemeaningful community involvement to support mental health while making positive Change.58,59 considerations for Speci Fic Pediatric populations Climate-Informed care provision applies to many common childhood conditions . Pediatricians can better care for the children they serve when they understand how climate change Inﬂuences the presentation, severity, and management of these conditions . asthma and allergies one in 14 American children have Asthma.60Pediatricians are trained extensively in diagnosis and management of asthma, but sometimes are less focused on	management	ENTITY	C0001554	Administration occupational activities	Performing or possessing executive duties; acting as a supervisor or manager.	T057	Occupational Activity	administration [executive duty], Administration, Management, Administration (navigational concept), Management, Administration, administration	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
JYRFirpF5d	Planetary health, worried about their future and that of their families in the climate crisis, or already affected by Climate-Driven disasters, engagement with Naturebased or Youth-Powered organizations may Providemeaningful community involvement to support mental health while making positive Change.58,59 considerations for Speci Fic Pediatric populations Climate-Informed care provision applies to many common childhood conditions . Pediatricians can better care for the children they serve when they understand how climate change Inﬂuences the presentation, severity, and management of these conditions . asthma and allergies one in 14 American children have Asthma.60Pediatricians are trained extensively in diagnosis and management of asthma, but sometimes are less focused on	asthma	ENTITY	C0004096	Asthma	A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).	T047	Disease or Syndrome	asthmatics, asthmatic, ASTHMA, Bronchial asthma, NOS, Asthma, Asthma, Bronchial, Airway hyperreactivity, ASTHMA BRONCHIAL, ASTHMA, BRONCHIAL, Asthma, unspecified, asthma disorders, br asthma, Asthmas, Bronchial Asthma, Asthmatic, Bronchial asthma, asthma, Asthma (disorder), Asthma, NOS, BRONCHIAL ASTHMA, bronchial asthma, bronchitic asthma	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	prevention	ENTITY	C0199176	Prophylactic treatment	Therapeutic, nutritional, environmental, social and/or behavioral interventions at the societal, community, organizational or individual levels to reduce, modify or stop the course of a disease.	T061	Therapeutic or Preventive Procedure	Preventive treatment, Prophylaxis - intent, Prophylaxis - action, Prophylaxis, preventive intervention, Prophylactic treatment, NOS, Preventive treatment, NOS, Preventive procedure (procedure), prevention, Prevention, Prophylaxis, NOS, Prophylaxis - procedure intent (qualifier value), Preventive Intervention, Prevention Measures, preventive treatment, prophylaxis, Preventative treatment, Preventive procedure, Prophylactic treatment, prophylactic treatment, Prophylaxis - procedure intent	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	Air Pollution	ENTITY	C0001873	Air Pollution	The presence of contaminants or pollutant substances in the air (AIR POLLUTANTS) that interfere with human health or welfare, or produce other harmful environmental effects. The substances may include GASES; PARTICULATE MATTER; or volatile ORGANIC CHEMICALS.	T069	Environmental Effect of Humans	Air Pollutions, Air--Pollution, Contaminated air, Polluted air, Air Pollution, air pollution, Pollution, Air, Air pollution (event), air pollutions, Air pollution	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	Breathing	ENTITY	C0004048	Inspiration function	Taking ambient air into the lungs; breathing in.	T040	Organism Function	inspired, inhaling, Inhaled, inspiratory, respiratory aspiration, inspiration (breathing), Inhale, inhaled, inspirations, Breathing in, Inspiration, Respiratory, Respiratory Inspiration, inspiration, Inhaling (observable entity), Inspiration (observable entity), IH, inhalation, inhal, inspir, in breathing, Inspiratory, Inspiration, Inspired, breathing inspiration, Inhaling, breathing in, inhalations, breathing, Inhalation	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	associated with	ENTITY	C0332281	Associated with	Joined in some kind of relationship.	T080	Qualitative Concept	AW, associating, Associated with (attribute), associated with, Associated, Associated with, associated	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	development	ENTITY	C0243107	development aspects		T169	Functional Concept	development	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	asthma	ENTITY	C0004096	Asthma	A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).	T047	Disease or Syndrome	asthmatics, asthmatic, ASTHMA, Bronchial asthma, NOS, Asthma, Asthma, Bronchial, Airway hyperreactivity, ASTHMA BRONCHIAL, ASTHMA, BRONCHIAL, Asthma, unspecified, asthma disorders, br asthma, Asthmas, Bronchial Asthma, Asthmatic, Bronchial asthma, asthma, Asthma (disorder), Asthma, NOS, BRONCHIAL ASTHMA, bronchial asthma, bronchitic asthma	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	children	ENTITY	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	asthma	ENTITY	C0004096	Asthma	A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).	T047	Disease or Syndrome	asthmatics, asthmatic, ASTHMA, Bronchial asthma, NOS, Asthma, Asthma, Bronchial, Airway hyperreactivity, ASTHMA BRONCHIAL, ASTHMA, BRONCHIAL, Asthma, unspecified, asthma disorders, br asthma, Asthmas, Bronchial Asthma, Asthmatic, Bronchial asthma, asthma, Asthma (disorder), Asthma, NOS, BRONCHIAL ASTHMA, bronchial asthma, bronchitic asthma	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	emergency Department Visits.61Extreme heat	ENTITY								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	longer	ENTITY	C1815234	Play Longer		T121	Pharmacologic Substance		0.739	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	severe	ENTITY	C0205082	Severe (severity modifier)	Intensely bad or unpleasant in degree, quality or extent.	T033	Finding	High Grade, gravis, grade high, Severe (severity modifier) (qualifier value), High grade, high grade, gravi, Gravis, gravies, Severe (severity modifier), Major, gravy, severely, Severe, severe, Severely	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	pollen seasons	ENTITY	C0036497	Seasons	Divisions of the year according to some regularly recurrent phenomena usually astronomical or climatic. (From McGraw-Hill Dictionary of Scientific and Technical Terms, 6th ed)	T079	Temporal Concept	Seasons, seasons, season, Season, seasonings, seasoned, seasonal time of year	0.752	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	Wildﬁre smoke	ENTITY	C0037366	Smoke	Visible gaseous suspension of carbon and other particulate matter emitted from burning substances.	T131	Hazardous or Poisonous Substance	Smoke, Smoke (substance), smoke, smoke [in an environmental context]	0.788	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	exposures	ENTITY	C0274281	Injury due to exposure to external cause		T037	Injury or Poisoning	Effect of exposure to external cause, injury due to exposure to external causes, exposure, exposures, Exposure, NOS, Injury due to exposure to external cause (disorder), Effects of exposure to external cause, NOS, EFFECTS OF EXPOSURE TO EXTERNAL CAUSES, Exposure NOS, Injury due to exposure to external cause	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	associated with	ENTITY	C0332281	Associated with	Joined in some kind of relationship.	T080	Qualitative Concept	AW, associating, Associated with (attribute), associated with, Associated, Associated with, associated	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	climate change	ENTITY	C2718051	Climate Change	Any significant change in measures of climate (such as temperature, precipitation, or wind) lasting for an extended period (decades or longer). It may result from natural factors such as changes in the sun's intensity, natural processes within the climate system such as changes in ocean circulation, or human activities.	T070	Natural Phenomenon or Process	Changes, Climate, Climate Changes, Climate Change, Change, Climate	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	asthma	ENTITY	C0004096	Asthma	A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).	T047	Disease or Syndrome	asthmatics, asthmatic, ASTHMA, Bronchial asthma, NOS, Asthma, Asthma, Bronchial, Airway hyperreactivity, ASTHMA BRONCHIAL, ASTHMA, BRONCHIAL, Asthma, unspecified, asthma disorders, br asthma, Asthmas, Bronchial Asthma, Asthmatic, Bronchial asthma, asthma, Asthma (disorder), Asthma, NOS, BRONCHIAL ASTHMA, bronchial asthma, bronchitic asthma	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	symptoms	ENTITY	C0683368	Symptoms aspect		T169	Functional Concept	symptoms	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	Children.62/C066	ENTITY								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	Pediatricians	ENTITY	C0237433	Pediatrician (occupation)	A medical doctor with specialized training in the care of children.	T097	Professional or Occupational Group	paediatrician, pediatrician occupation, pediatricians, Pediatricians, Pediatrician, pediatrician, Paediatrician, Pediatrician (occupation)	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	asthma action plans	ENTITY	C3481636	Asthma action plan:Find:Pt:{Setting}:Doc:{Provider}		T201	Clinical Attribute	Asthma action plan, Asthma action plan:Finding:To identify measures at a point in time:{Setting}:Document:{Role}, Asthma action plan:Find:Pt:{Setting}:Doc:{Role}	0.917	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	treat	ENTITY	C1292734	Treatment intent	The use of a particular medical device, medication or treatment to treat a pre-existing disease or condition.	T169	Functional Concept	treat, Treatment intent (situation), treats, Treatment Intent, Intent To Treat, Treats (attribute), Treats, Treatment intent	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	symptoms	ENTITY	C0683368	Symptoms aspect		T169	Functional Concept	symptoms	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	Neither	ENTITY	C3274651	Neither Case or Control Status	The participant is neither a true case or true control for the phenotype under consideration.	T080	Qualitative Concept	Neither, Neither Case or Control Status, Neither Case nor Control	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
oDtXmtMxAd	Its prevention . Air Pollution—Breathing polluted Air/C0Has been associated with development of asthma in one in Five children with asthma as well as millions of emergency Department Visits.61Extreme heat, longer and more severe pollen seasons, Wildﬁre smoke, and mold exposures, all associated with climate change, also increase asthma symptoms in Children.62/C066 Pediatricians typically provide asthma action plans designed to treat symptoms after they start . Neither air pollution, nor pollen levels, nor heat risks are routinely included on asthma action plans . Pediatricians can Aug-Ment anticipatory guidance regarding asthma management with considerations related to local air quality, including listing these as Patient-Speciﬁc triggers on	air pollution	ENTITY	C0001873	Air Pollution	The presence of contaminants or pollutant substances in the air (AIR POLLUTANTS) that interfere with human health or welfare, or produce other harmful environmental effects. The substances may include GASES; PARTICULATE MATTER; or volatile ORGANIC CHEMICALS.	T069	Environmental Effect of Humans	Air Pollutions, Air--Pollution, Contaminated air, Polluted air, Air Pollution, air pollution, Pollution, Air, Air pollution (event), air pollutions, Air pollution	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
