InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.Synonyms	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.MappingScore
8BWCv9jKcQ	Arenaviruses	Arenaviruses	ORGANISM	C0206497	Arenavirus	The only genus in the family ARENAVIRIDAE. It contains two groups ARENAVIRUSES, OLD WORLD and ARENAVIRUSES, NEW WORLD, which are distinguished by antigenic relationships and geographic distribution.	LCM virus group, arenavirus, Genus Arenavirus (organism), LCM group virus, Arenavirus, NOS, LCM virus group, NOS, Genus Arenavirus, arenaviruses, Arenaviruses, Arenavirus, ARENAVIRUS	T005	Virus	1.0
Fgj9bSmHJi	Atypical Mycobacterial diseases	Mycobacterial	CELL	C0521015	mycobacterial		Mycobacterial	T169	Functional Concept	1.0
YYLxqYhxBz	B virus (Macacine Herpesvirus 1, herpes B)	Macacine Herpesvirus 1	ORGANISM	C0019378	Herpesvirus 1, Cercopithecine	A species of SIMPLEXVIRUS that causes vesicular lesions of the mouth in monkeys. When the virus is transmitted to man it causes an acute encephalitis or encephalomyelitis, which is nearly always fatal.	herpes B virus, herpes b virus, herpes simiae, monkey B virus, Cercopithecid herpesvirus 1, Herpesviruses, Simian, herpesvirus simiae, monkey b virus, herpes b simian virus, Herpesvirus 1, Macacine, Cercopithecine herpesvirus 1, B Viruses, herpes virus B, Herpesvirus 1 (alpha), Cercopithecine, alphaherpesvirus 1, Macacine, Simian herpesvirus, Cercopithecine Herpesvirus 1, Simiae, Herpesvirus, Cercopithecid herpesvirus I, Herpes simiae, Herpes B Viruses, Herpesvirus simiae, b virus, Herpes Virus B, Macacine alphaherpesvirus 1, simian herpes B virus SHBV, Monkey B Virus, Herpesvirus B, Herpesvirus, Simian, Cercopithecine herpesvirus 1 (organism), Herpesvirus of cercopithecus monkeys, B Virus, Simian Herpesviruses, Macacine Herpesvirus 1, Simian herpes B virus, Herpesvirus Simiae, Macacine herpesvirus 1, Monkey B virus, Simian herpesvirus B, B virus, Simian Herpesvirus, Herpes B Virus, Monkey B Viruses, cercopithecine herpesvirus 1, virus b	T005	Virus	1.0
YYLxqYhxBz	B virus (Macacine Herpesvirus 1, herpes B)	herpes B	ORGANISM	C0019340	Herpes NOS		HERPES, herpes, Herpes	T047	Disease or Syndrome	0.903
ef495VgQqU	Bacteroides infection	Bacteroides	SIMPLE_CHEMICAL	C0004661	Bacteroides	A genus of gram-negative, anaerobic, rod-shaped bacteria. Its organisms are normal inhabitants of the oral, respiratory, intestinal, and urogenital cavities of humans, animals, and insects. Some species may be pathogenic.	Bacteroides, NOS, capsulary, Bacteroides, Genus Bacteroides, BACTEROIDES, Bacteroides species, Genus Bacteroides (organism), bacteroides, Capsularis, Ristella <CFB group bacteria>	T007	Bacterium	1.0
VyNqVwZouF	Bowenoid Papulosis	Bowenoid	CANCER	C1511280	Bowenoid Cell			T025	Cell	0.876
4RNd7tgiSc	Brain Abscess	Brain Abscess	CANCER	C0006105	Brain Abscess	A circumscribed collection of purulent exudate in the brain, due to bacterial and other infections. The majority are caused by spread of infected material from a focus of suppuration elsewhere in the body, notably the PARANASAL SINUSES, middle ear (see EAR, MIDDLE); HEART (see also ENDOCARDITIS, BACTERIAL), and LUNG. Penetrating CRANIOCEREBRAL TRAUMA and NEUROSURGICAL PROCEDURES may also be associated with this condition. Clinical manifestations include HEADACHE; SEIZURES; focal neurologic deficits; and alterations of consciousness. (Adams et al., Principles of Neurology, 6th ed, pp712-6)	abscess brain, cerebral abscess, Brain Abscess, BRAIN, ABSCESS, Abscess, Brain, Abscess of brain, Brain Abscesses, Brain abscess, abscess cerebral, brain abscess, Abscess of brain (disorder), BRAIN ABSCESS, brain abscesses, Brain--Abscess	T047	Disease or Syndrome	1.0
tenmmGsiz2	Burn wound infections	wound	PATHOLOGICAL_FORMATION	C0043250	Injury wounds	bodily injury caused by physical means, with disruption of the normal continuity of structures.	wounds, wound, WOUND, physical wound, injuries wound, Wound (disorder), WOUNDS, morphology wound, Wounds, Wound (morphologic abnormality), Wound, Wound, NOS	T037	Injury or Poisoning	1.0
WqdzwD7XDo	Buruli ulcer	Buruli ulcer	CANCER	C0085568	Buruli Ulcer	A lesion in the skin and subcutaneous tissues due to infections by MYCOBACTERIUM ULCERANS. It was first reported in Uganda, Africa.	Infection, Mycobacterium ulcerans, Disease, Buruli Ulcer, Mycobacterium ulcerans infection, Mycobacterium ulcerans Infections, Buruli ulcer (disorder), Ulcer, Buruli, SEARL ULCER, Buruli Ulcer, Buruli Ulcer Diseases, Skin infection by Mycobacterium ulcerans, Buruli Ulcer Disease, Cutaneous mycobacterium ulcerans infection, Buruli ulcer, Ulcer Disease, Buruli, Ulcer Diseases, Buruli, Diseases, Buruli Ulcer, Mycobacterium ulcerans Infection, Searles's ulcer, MYCOBACTERIUM ULCERANS INFECTION, Infection due to Mycobacterium ulcerans, BURULI ULCER, buruli ulcer, Infections, Mycobacterium ulcerans	T047	Disease or Syndrome	1.0
jNYXXiSifF	Cns Cryptococcosis in HIV	Cns	SIMPLE_CHEMICAL	C0028654	Clinical Nurse Specialists	Registered nurses who hold Master's degrees in nursing with an emphasis in clinical nursing and who function independently in coordinating plans for patient care.	Specialist, Clinical Nurse, Clin Spec, Nurse Clinician, Clinical nurse specialist (occupation), Clinician, Nurse, Clinical nurse specialist, Nurse Specialists, Clinical, Nurse Specialist, Clinical, clinical nurse specialist, CNS - Clinical nurse specialist, Clinical Nurse Specialist, Clinical Nurse Specialists, clinical nurse specialists, nurse clinicians, Nurse Clinicians, Specialists, Clinical Nurse, nurse clinician, Clinicians, Nurse, CNS	T097	Professional or Occupational Group	1.0
X6tKbbxMaz	Cns Toxoplasmosis in HIV	Cns	SIMPLE_CHEMICAL	C0028654	Clinical Nurse Specialists	Registered nurses who hold Master's degrees in nursing with an emphasis in clinical nursing and who function independently in coordinating plans for patient care.	Specialist, Clinical Nurse, Clin Spec, Nurse Clinician, Clinical nurse specialist (occupation), Clinician, Nurse, Clinical nurse specialist, Nurse Specialists, Clinical, Nurse Specialist, Clinical, clinical nurse specialist, CNS - Clinical nurse specialist, Clinical Nurse Specialist, Clinical Nurse Specialists, clinical nurse specialists, nurse clinicians, Nurse Clinicians, Specialists, Clinical Nurse, nurse clinician, Clinicians, Nurse, CNS	T097	Professional or Occupational Group	1.0
zrEiNJWGXo	Covid-19 pulmonary management	pulmonary	ORGAN	C0024109	Lung	Either of the pair of organs occupying the cavity of the thorax that effect the aeration of the blood.	Pulmo, Lungs pair, lung, Set of lungs, Lung structure, Lung structure (body structure), lung structures, Pulmones, lungs, Pair of lungs, LUNGS, Lung, NOS, Lungs, Respiratory System, Lung, lung structure, pulmonary, Lung	T023	Body Part, Organ, or Organ Component	1.0
GjkB3HeBW4	Covid-19's effect on infective Endocarditis in people who inject drugs	people	ORGANISM	C0027361	Persons	Persons as individuals (e.g., ABORTION APPLICANTS) or as members of a group (e.g., HISPANIC AMERICANS). It is not used for members of the various professions (e.g., PHYSICIANS) or occupations (e.g., LIBRARIANS) for which OCCUPATIONAL GROUPS is available.	people, Persons, peoples, Person, Person (person), People, Individual, person, persons	T098	Population Group	1.0
6kewaLLzUH	Catheter-Related urinary tract infection (Uti)	urinary tract	ORGANISM_SUBDIVISION	C0042027	Urinary tract	The duct which coveys URINE from the pelvis of the KIDNEY through the URETERS, BLADDER, and URETHRA.	genitourinary tracts, Urinary tract, urinary tract, Urinary, Tract, Urinary, Urinary tract, NOS, genitourinary tract, Urinary Tract, Urinary Tracts, URINARY TRACT, Tracts, Urinary	T023	Body Part, Organ, or Organ Component	1.0
wcaSXWQo3u	Central nervous system complications in HIV	Central nervous system	ANATOMICAL_SYSTEM	C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS		CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS, CENTRAL NERVOUS SYSTEM	T130	Indicator, Reagent, or Diagnostic Aid	1.0
phoDsdddFR	Central nervous system lymphoma in HIV	Central nervous system	ANATOMICAL_SYSTEM	C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS		CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS, CENTRAL NERVOUS SYSTEM	T130	Indicator, Reagent, or Diagnostic Aid	1.0
JZ3e2GkMrS	Chlamydia (Chlamydial Genitourinary infections)	Chlamydia	ORGANISM	C0008148	Genus Chlamydia	A genus of the family CHLAMYDIACEAE whose species cause a variety of diseases in vertebrates including humans, mice, and swine. Chlamydia species are gram-negative and produce glycogen. The type species is CHLAMYDIA TRACHOMATIS.	chlamydiae, Genus Chlamydia (organism), Rakeia, Chlamydial, Miyagawanella, chlamydias, Bedsonia, Rickettsiaformis, Chlamydia, NOS, Chlamydia, Genus Chlamydia, bedsonia, Chlamydiae bacterium, chlamydia bacteria, Chlamydophila, Chlamydia species, CHLAMYDIA, chlamydia	T007	Bacterium	1.0
JZ3e2GkMrS	Chlamydia (Chlamydial Genitourinary infections)	Chlamydial	ORGANISM	C0008148	Genus Chlamydia	A genus of the family CHLAMYDIACEAE whose species cause a variety of diseases in vertebrates including humans, mice, and swine. Chlamydia species are gram-negative and produce glycogen. The type species is CHLAMYDIA TRACHOMATIS.	chlamydiae, Genus Chlamydia (organism), Rakeia, Chlamydial, Miyagawanella, chlamydias, Bedsonia, Rickettsiaformis, Chlamydia, NOS, Chlamydia, Genus Chlamydia, bedsonia, Chlamydiae bacterium, chlamydia bacteria, Chlamydophila, Chlamydia species, CHLAMYDIA, chlamydia	T007	Bacterium	1.0
2Vwn6rxCeg	Chlamydial Pneumonias	Chlamydial	ORGANISM	C0008148	Genus Chlamydia	A genus of the family CHLAMYDIACEAE whose species cause a variety of diseases in vertebrates including humans, mice, and swine. Chlamydia species are gram-negative and produce glycogen. The type species is CHLAMYDIA TRACHOMATIS.	chlamydiae, Genus Chlamydia (organism), Rakeia, Chlamydial, Miyagawanella, chlamydias, Bedsonia, Rickettsiaformis, Chlamydia, NOS, Chlamydia, Genus Chlamydia, bedsonia, Chlamydiae bacterium, chlamydia bacteria, Chlamydophila, Chlamydia species, CHLAMYDIA, chlamydia	T007	Bacterium	1.0
yZSQspGS8B	Chronic pelvic pain in men	men	ORGANISM	C0025266	Male population group	Human males as cultural, psychological, sociological, political, and economic entities.	Men, men, Man, Man (person), Human, Male, man	T098	Population Group	1.0
7dyFMqkhB8	Clostridial gas Gangrene	Clostridial	SIMPLE_CHEMICAL	C0009054	Clostridium	A genus of motile or nonmotile gram-positive bacteria of the family Clostridiaceae. Many species have been identified with some being pathogenic. They occur in water, soil, and in the intestinal tract of humans and lower animals.	clostridia, Clostridial, Genus Clostridium, Clostridium species, Genus Clostridium (organism), CLOSTRIDIUM, Clostridium, NOS, clostridium bacteria, Anaerobacter, clostridium, clostridial, clostridium organisms, Clostridia bacterium, Clostridium	T007	Bacterium	1.0
2gutGmAAUN	Common organisms by patient population in bacterial Meningitis	patient	ORGANISM	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	T101	Patient or Disabled Group	1.0
YoLxC779qt	Coronavirus disease 2019 (Covid-19)	Coronavirus disease 2019	ORGANISM	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	T047	Disease or Syndrome	1.0
Sp8Z8qrMBH	Coronavirus disease 2019 (Covid-19) autopsy guidance FAQ	Coronavirus disease 2019	ORGANISM	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	T047	Disease or Syndrome	1.0
6DVygfKUfa	Coronavirus disease 2019 (Covid-19) triage precautions FAQ	Coronavirus disease 2019	ORGANISM	C5203670	COVID19 (disease)	A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.	2019 Novel Coronavirus Infection, SARS-CoV-2 Disease, Human Coronavirus 2019 Infection, SARS-CoV-2 Infection, Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder), Disease caused by SARS-CoV-2, 2019 nCoV Disease, 2019 Novel Coronavirus Disease, COVID-19 Virus Disease, Virus Disease, COVID-19, HCoV-19 Infection, 2019-nCoV Disease, COVID-19, 2019-nCoV Infections, Coronavirus Disease 2019, Coronavirus Disease-19, Severe Acute Respiratory Syndrome Coronavirus 2 Infection, SARS-CoV2 Disease, Infection, COVID-19 Virus, COVID 19, 2019-nCoV Diseases, SARS Coronavirus 2 Infection, COVID-19 Infection, Disease caused by 2019 novel coronavirus, SARS2 Infection, COVID-19 (Coronavirus Disease 2019), Infection, SARS-CoV-2, 2019 nCoV Infection, Disease caused by 2019-nCoV, SARS CoV 2 Infection, Disease, 2019-nCoV, COVID 19 Virus Disease, Disease 2019, Coronavirus, SARS-CoV-2 Infections, COVID-19 Virus Infection, COVID-19 Virus Infections, Coronavirus Disease 19, Disease, COVID-19 Virus, COVID 19 Virus Infection, Virus Infection, COVID-19, SARS-2 Infection, SARS-CoV2 Infection, Infection, 2019-nCoV, Disease caused by severe acute respiratory syndrome coronavirus 2, 2019-nCoV Infection, COVID-19 Virus Diseases, COVID19	T047	Disease or Syndrome	1.0
