InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.Synonyms	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.MappingScore
XuU9j76tZr	Psoas Abscess	Psoas Abscess	ORGAN	C0085222	Psoas Abscess	Abscess of the PSOAS MUSCLES resulting usually from disease of the lumbar vertebrae, with the pus descending into the muscle sheath. The infection is most commonly tuberculous or staphylococcal.	PSOAS ABSCESS, Iliopsoas abscess, psoas abscesses, iliopsoas abscess, Pyogenic Iliopsoas Abscess, Psoas abscess, Abscesses, Psoas, Abscesses, Pyogenic Iliopsoas, Psoas Abscesses, psoas muscle abscess, Pyogenic Iliopsoas Abscesses, Iliopsoas abscess (disorder), Iliopsoas Abscesses, Pyogenic, Abscess, Pyogenic Iliopsoas, Iliopsoas Abscesses, Iliopsoas Abscess, Abscess, Iliopsoas, Iliopsoas Abscess, Pyogenic, Psoas muscle abscess, psoas abscess, Abscesses, Iliopsoas, Abscess, Psoas, Psoas Abscess	T047	Disease or Syndrome	1.0
exdPkjsJHz	Zika virus infectious disease	Zika virus infectious disease	ORGANISM	C0276289	Zika Virus Infection	A viral disease transmitted by the bite of AEDES mosquitoes infected with ZIKA VIRUS. Its mild DENGUE-like symptoms include fever, rash, headaches and ARTHRALGIA. The viral infection during pregnancy, in rare cases, is associated with congenital brain and ocular abnormalities, called Congenital Zika Syndrome, including MICROCEPHALY and may also lead to GUILLAIN-BARRE SYNDROME.	Fever, Zika, Zika virus infection, Zika Fever, Zika virus disease (disorder), Infection, Zika Virus, Zika virus disease, Infection, ZikV, Zika Virus Disease, Virus Disease, Zika, Zika fever, ZikV Infection, Disease, Zika Virus, Zika Virus Infection, Virus Infection, Zika, Mosquito-borne viral fever, Zika	T047	Disease or Syndrome	0.862
HfrzypeAm7	Mycobacterial infectious disease	Mycobacterial	CELL	C0521015	mycobacterial		Mycobacterial	T169	Functional Concept	1.0
P24egbhMEo	Skin and soft tissue Staphylococcus Aureus infection	Skin	ORGAN	C0444099	Skin Specimen		Skin sample, Skin specimen, Skin, Tissue specimen from skin, Specimen from skin, Skin (tissue) specimen (specimen), Skin (tissue) specimen, Specimen from skin (specimen)	T031	Body Substance	1.0
P24egbhMEo	Skin and soft tissue Staphylococcus Aureus infection	soft tissue Staphylococcus Aureus	TISSUE	C0038172	Staphylococcus aureus	Potentially pathogenic bacteria found in nasal membranes, skin, hair follicles, and perineum of warm-blooded animals. They may cause a wide range of infections and intoxications.	Micrococcus aureus, Staphlococcus pyogenes citreus, staph aureus, s. aureus, Staphylococcus aureus, Staphylococcus pyogenes citreus, staphylococcus aureus, STAPHYLOCOCCUS AUREUS, Micrococcus pyogenes, Staphylococcus aureus (organism), Micrococcus pyogenes var. aureus, staphylococcus aureus bacteria, Staphylococcus Aureus, S. aureus, Staphylococcus citreus, Staph. aureus, Staphylococcus pyogenes aureus, Staphylococcus aureus subsp. anaerobius	T007	Bacterium	0.812
zY6styzj4n	Varicella Zoster infection	Varicella Zoster	ORGANISM	C0740380	varicella zoster		zoster varicella	T047	Disease or Syndrome	1.0
2RDwMDn7he	Fungal lung infectious disease	Fungal lung	CANCER	C0024116	Lung Diseases, Fungal	Pulmonary diseases caused by fungal infections, usually through hematogenous spread.	Lung Disease, Fungal, Fungal Lung Diseases, Pulmonary Fungal Disease, fungal lung disease, Fungal Disease, Pulmonary, Pulmonary Fungal Diseases, Fungal Infection, Pulmonary, Fungal Diseases, Pulmonary, Lungs--Diseases, Fungal, diseases fungal lungs, Fungal Infections, Pulmonary, Pulmonary Fungal Infections, Fungal Lung Disease, Pulmonary Fungal Infection	T047	Disease or Syndrome	0.852
yYnbNmu7p9	Skin infection	Skin	ORGAN	C0444099	Skin Specimen		Skin sample, Skin specimen, Skin, Tissue specimen from skin, Specimen from skin, Skin (tissue) specimen (specimen), Skin (tissue) specimen, Specimen from skin (specimen)	T031	Body Substance	1.0
XVp5JzWWDf	Prp systemic Amyloidosis	Prp	GENE_OR_GENE_PRODUCT	C0032027	Pityriasis Rubra Pilaris	A chronic skin disease characterized by small follicular papules, disseminated reddish-brown scaly patches, and often, palmoplantar hyperkeratosis. The papules are about the size of a pin and topped by a horny plug.	pityriasis rubra pilaris, Lichen ruber acuminatus, PRP - Pityriasis rubra pilaris, PRP, Pityriasis Rubra Pilaris, PITYRIASIS RUBRA PILARIS, Devergie's disease, Pityriasis rubra pilaris (disorder), pityriasis pilaris rubra, Pityriasis rubra pilaris, devergie's disease	T047	Disease or Syndrome	1.0
Gdxt8vwE52	Lymphogranuloma Venereum	Lymphogranuloma	ORGAN	C0019829	Hodgkin Disease	A malignant disease characterized by progressive enlargement of the lymph nodes, spleen, and general lymphoid tissue. In the classical variant, giant usually multinucleate Hodgkin's and REED-STERNBERG CELLS are present; in the nodular lymphocyte predominant variant, lymphocytic and histiocytic cells are seen.	Hodgkins Disease, Hodgkin lymphoma, Hodgkin's disease NOS, Granuloma, Hodgkin, hodgkin disease, HODGKIN LYMPHOMA, Lymphogranuloma, malignant, hodgkin lymphoma, Hodgkin's Granuloma, hodgkin's lymphomas, Malignant lymphogranulomatosis, Malignant Hodgkin's lymphoma, Hodgkin's paragranuloma, NOS, Lymphoma, Hodgkin, hodgkin's lymphoma disease, HODGINS, Hodgkins Granuloma, hodgkins lymphoma, lymphogranulomatosis, Disease, Hodgkin's, Hodgkin's disease, NOS, Lymphogranuloma, Malignant, HODGKIN'S DISEASE, Malignant lymphoma, Hodgkin's, Disease, Hodgkins, Malignant lymphogranuloma, HL, CHL, Malignant Granulomas, Malignant lymphoma, Hodgkin's type, Hodgkin's disease, Malignant Granuloma, Hodgkins disease, Hodgkin's paragranuloma (clinical), hodgkins lymphomas, Lymphogranulomas, Malignant, Granuloma, Hodgkins, Hodgkin's lymphoma, Hodgkin's lymphoma NOS, Hodgkin Lymphoma, hd, Hodgkins lymphoma, Hodgkin's Paragranuloma, Hodgkins Lymphoma, Hodgkin`s disease, hodgkin's disease, LYMPHOMA, HODGKIN, CLASSIC, Granuloma, Malignant, Lymphogranulomatosis, malignant, Hodgkin's granuloma, Malignant Lymphogranuloma, hodgkin lymphomas, Hodgkin Granuloma, Hodgkin disease, Hodgkin Disease, HODGKIN DISEASE, Hodgkin granuloma, hodgkins disease, Malignant Lymphogranulomas, hodgkin's lymphoma, Hodgkin's granuloma (disorder), Hodgkin lymphoma (morphologic abnormality), Lymphoma, Hodgkin's, hodgkins diseases, Hodgkin's Lymphoma, Granuloma, Hodgkin's, Hodgkin granuloma (morphologic abnormality), Hodgkin's disease, unspecified type, hodgkin disease (HD), HD, Hodgkin's disease (disorder), Lymphoma, Hodgkins, HODGKINS DISEASE SYSTEMIC, Hodgkin's disease (clinical), lymphogranulomatosis (malignant), HD - Hodgkin's disease, Disease, Hodgkin, Hodgkin's paragranuloma, nodular, Hodgkin's paragranuloma, Hodgkin's Disease, Hodgkin's granuloma (clinical), HODGKINS DISEASE	T191	Neoplastic Process	0.859
CwUhCpQmEa	Parasitic Ectoparasitic infectious disease	Parasitic Ectoparasitic	ORGAN	C0030498	Parasites	Invertebrate organisms that live on or in another organism (the host), and benefit at the expense of the other. Traditionally excluded from definition of parasites are pathogenic BACTERIA; FUNGI; VIRUSES; and PLANTS; though they may live parasitically.	Parasitic, Parasites., Parasite, NOS, Parasite, Parasites, parasite, Parasite (navigational concept), PARASITE, parasites	T204	Eukaryote	0.905
gMLh5iMjjp	Human T-Lymphotropic virus 1 infectious disease	Human T-Lymphotropic virus 1 infectious disease	ORGANISM	C0020097	HTLV-I Infections	Diseases caused by HUMAN T-LYMPHOTROPIC VIRUS 1.	Human T-cell lymphotropic virus 1 infection, HTLV-I Infection, Human T-cell lymphotropic virus (HTLV) 1 infection, Human T-lymphotropic Virus 1 Infections, HTLV-I Infections, HTLV 1 infection, Infection, HTLV-I, HTLV-I infections, Human T lymphotropic Virus 1 Infection, HTLV I infection, Infections, HTLV I, Human T-lymphotropic Virus 1 Infection, Infections, HTLV-I, HTLV I Infections, Human T-lymphotropic virus 1 infection, HTLV-1 Infection, Human T lymphotropic Virus 1 Infections, Human T-lymphotropic virus 1 infection (disorder), HTLV-1 infection	T047	Disease or Syndrome	0.899
s7oxM7TGJP	Mumps virus infectious disease	Mumps virus infectious disease	ORGANISM	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	0.721
kW6VrUBZak	Pleural tuberculosis	Pleural	PATHOLOGICAL_FORMATION	C0032225	Pleura	The thin serous membrane enveloping the lungs (LUNG) and lining the THORACIC CAVITY. Pleura consist of two layers, the inner visceral pleura lying next to the pulmonary parenchyma and the outer parietal pleura. Between the two layers is the PLEURAL CAVITY which contains a thin film of liquid.	Pleural Tissue, pleura, Pleural, Pleura, PLEURA, Pleural membrane structure, Pleura, NOS, Pleural structure, Pleuro-, Wall of pleural sac, Pleural membrane structure (body structure)	T024	Tissue	1.0
Vbm6sYSpmo	Hibiscus Chlorotic Ringspot virus infection	Hibiscus Chlorotic Ringspot virus	ORGANISM	C1017212	Hibiscus chlorotic ringspot virus		Hibiscus chlorotic ringspot virus	T005	Virus	1.0
WgvCfXnXve	Pulmonary tuberculosis	Pulmonary	ORGAN	C0024109	Lung	Either of the pair of organs occupying the cavity of the thorax that effect the aeration of the blood.	Pulmo, Lungs pair, lung, Set of lungs, Lung structure, Lung structure (body structure), lung structures, Pulmones, lungs, Pair of lungs, LUNGS, Lung, NOS, Lungs, Respiratory System, Lung, lung structure, pulmonary, Lung	T023	Body Part, Organ, or Organ Component	1.0
o25q5dWPQ5	Pseudorabies	Pseudorabies	ORGANISM	C0033839	Pseudorabies	A highly contagious herpesvirus infection affecting the central nervous system of swine, cattle, dogs, cats, rats, and other animals.	Pseudorabies, Aujeszky Disease, Mad itch, Infectious bulbar paralysis, Aujeszky's Disease, Aujeszky's disease, Aujeszkys Disease, Pseudorabies (disorder)	T047	Disease or Syndrome	1.0
VinaJ8UPCN	Human T-Lymphotropic virus 2 infectious disease	Human T-Lymphotropic virus 2 infectious disease	ORGANISM	C0020102	HTLV-II Infections	Diseases caused by HUMAN T-LYMPHOTROPIC VIRUS 2.	Human T-lymphotropic virus 2 infection (disorder), Human T lymphotropic Virus 2 Infection, HTLV-2 infection, Human T-lymphotropic Virus 2 Infection, HTLV-II Infection, HTLV-II infection, Infections, HTLV-II, Human T-lymphotropic Virus 2 Infections, Human T-lymphotropic virus 2 infection, Infection, HTLV-II, Human T lymphotropic Virus 2 Infections, Infections, HTLV II	T047	Disease or Syndrome	0.899
9H3xMzWSjW	Infection due to Clostridium Perfringens	Clostridium Perfringens	ORGANISM	C0009063	Clostridium perfringens	The most common etiologic agent of GAS GANGRENE. It is differentiable into several distinct types based on the distribution of twelve different toxins.	clostridium welchii, clostridium perfringens, CLOSTRIDIUM PERFRINGENS, Welchia perfringens, c. perfringens, Clostridium welchii, Gas bacillus, Clostridium plagarum, Clostridium perfringens (organism), C. perfringens, Clostridium perfringens, Bacterium welchii, perfringens clostridium, Bacillus perfringens	T007	Bacterium	1.0
2A6mSgoBB2	Lipid pneumonia	Lipid	SIMPLE_CHEMICAL	C0023779	Lipids	A generic term for fats and lipoids, the alcohol-ether-soluble constituents of protoplasm, which are insoluble in water. They comprise the fats, fatty oils, essential oils, waxes, phospholipids, glycolipids, sulfolipids, aminolipids, chromolipids (lipochromes), and fatty acids. (Grant & Hackh's Chemical Dictionary, 5th ed)	Lipids, lipids, Lipid, Lipid (substance), lipid, Lipid, NOS	T109	Organic Chemical	1.0
c8uD67MwrS	Pulmonary Non-Tuberculous Mycobacterial infection	Pulmonary	ORGAN	C0024109	Lung	Either of the pair of organs occupying the cavity of the thorax that effect the aeration of the blood.	Pulmo, Lungs pair, lung, Set of lungs, Lung structure, Lung structure (body structure), lung structures, Pulmones, lungs, Pair of lungs, LUNGS, Lung, NOS, Lungs, Respiratory System, Lung, lung structure, pulmonary, Lung	T023	Body Part, Organ, or Organ Component	1.0
LEXdMudJYe	Henipavirus infectious disease	Henipavirus infectious disease	ORGANISM	C1258039	Henipavirus Infections	Infections with viruses of the genus HENIPAVIRUS, family PARAMYXOVIRIDAE.	Infection caused by Henipavirus, Henipavirus infection, Infection, Henipavirus, Henipavirus Infection, Infection caused by Henipavirus (disorder)	T047	Disease or Syndrome	0.844
gTiEefUJAB	Hepatitis C virus infection	Hepatitis C virus	ORGANISM	C0019196	Hepatitis C	INFLAMMATION of the LIVER in humans caused by HEPATITIS C VIRUS, a single-stranded RNA virus. Its incubation period is 30-90 days. Hepatitis C is transmitted primarily by contaminated blood parenterally and is often associated with transfusion and intravenous drug abuse. However, in a significant number of cases, the source of hepatitis C infection is unknown.	non b hepatitis, HEPATITIS, NON-A, NON-B, HCV Infection, Parenterally-Transmitted Non-A, Non-B Hepatitis, viral hepatitis c, Unspecified viral hepatitis C, Hepatitis C, Unspecified viral hepatitis C NOS, Hepatitis C virus (HCV), hepatitis c viral, Parenterally Transmitted Non A, Non B Hepatitis, hepatitis c, Viral hepatitis type C (disorder), hepatitis non A non B, Viral hepatitis C, nonA nonB hepatitis, Non-A, non-B hepatitis, Hepatitis C Virus Infection, HEPATITIS NON-A NON-B, HEPATITIS C, Viral hepatitis, non-A, non-B, hepatitis nonA nonB, NANBH, Non-A, Non-B Hepatitis, Viral hepatitis type C, PT-NANBH, hepatitis non-a non-b, HCV, HEPATITIS C VIRUS, Hepatitis, Viral, Non-A, Non-B, Parenterally-Transmitted, Type C viral hepatitis, hepatitis C, Hepatitis C Infection, hepatitis viral c, hepatitis C infection, Hepatitis, Non-A, non-B	T047	Disease or Syndrome	1.0
aGZZ895eBg	Pasteurella Multocida infectious disease	Pasteurella Multocida infectious disease	CELLULAR_COMPONENT	C1260911	Infection by Pasteurella multocida		Infection caused by Pasteurella multocida, Infection by Pasteurella multocida, Infection caused by Pasteurella multocida (disorder)	T047	Disease or Syndrome	0.845
s3t8a5i5FF	Herpes Simplex encephalitis	Herpes Simplex encephalitis	ORGANISM	C0276226	Herpes encephalitis	An acute (or rarely chronic) inflammatory process of the brain caused by SIMPLEXVIRUS infections which may be fatal. The majority of infections are caused by human herpesvirus 1 (HERPESVIRUS 1, HUMAN) and less often by human herpesvirus 2 (HERPESVIRUS 2, HUMAN). Clinical manifestations include FEVER; HEADACHE; SEIZURES; HALLUCINATIONS; behavioral alterations; APHASIA; hemiparesis; and COMA. Pathologically, the condition is marked by a hemorrhagic necrosis involving the medial and inferior TEMPORAL LOBE and orbital regions of the FRONTAL LOBE. (From Adams et al., Principles of Neurology, 6th ed, pp751-4)	Herpes encephalitis, Herpes Encephalitis, Herpetic Encephalitides, herpetic encephalitis, Herpetic encephalitis, HSVE, herpes simplex encephalitis, STRUMPELL-LEICHTENSTERN ENCEPHALITIS, ENCEPHALITIS, HERPES, Encephalitis due to Herpesvirus, Encephalitis, Herpetic, HERPETIC ENCEPHALITIS, HSV encephalitis, encephalitis herpes, herpes encephalitis, Encephalitis, Herpes Simplex, Encephalitis caused by Herpesviridae, HSE, Herpes Simplex Encephalitides, Encephalitis, Herpes, Encephalitides, Herpes Simplex, Encephalitis caused by Herpesvirus, Herpes simplex encephalitis, HERPES SIMPLEX ENCEPHALITIS, hsv encephalitis, Encephalitis caused by Herpesvirus (disorder), Herpetic Encephalitis, HEMMORRHAGIC ENCEPHALITIS, Encephalitis due to Herpesviridae, encephalitis hsv, Herpes Simplex Encephalitis, Herpes simplex virus encephalitis, Herpes simplex neuroinvasion, Encephalitides, Herpetic, Herpes simplex meningo-encephalitis	T047	Disease or Syndrome	1.0
VrqfngtzXS	Picornaviridae infectious disease	Picornaviridae infectious disease	ORGANISM	C0031887	Picornaviridae Infections	Virus diseases caused by the PICORNAVIRIDAE.	Picornavirus infection, Picornavirus Infections, Infection, Picornaviridae, Picornavirus Infection, Picornavirus infections, DISEASES DUE TO PICORNAVIRIDAE, Disease caused by Picornaviridae (disorder), Infections, Picornavirus, Infection, Picornavirus, Disease due to Picornaviridae, Picornaviridae Infection, Disease caused by Picornaviridae, Infections, Picornaviridae	T047	Disease or Syndrome	0.846
kYEXqZBv24	Iatrogenic Kaposi's Sarcoma	Kaposi	CANCER	C0043346	Xeroderma Pigmentosum	A rare, pigmentary, and atrophic autosomal recessive disease. It is manifested as an extreme photosensitivity to ULTRAVIOLET RAYS as the result of a deficiency in the enzyme that permits excisional repair of ultraviolet-damaged DNA.	Angioma Pigmentosum Atrophicum, Atrophoderma pigmentosum, Pigmented Epitheliomatosis, Pigmented epitheliomatosis, Melanosis lenticularis progressiva, Xeroderma Pigmentosum, KAPOSI DISEASE, Kaposi's Disease, XP - Xeroderma pigmentosum, Melanosis Lenticularis Progressiva, Xeroderma pigmentosum (disorder), Kaposis Disease, Kaposi dermatosis, Kaposi Disease, Kaposi Dermatosis, pigmentosum xeroderma, Xeroderma Pigmentosum Syndrome, Xeroderma of Kaposi, Xeroderma pigmentosum syndrome, Xeroderma pigmentosum, Xeroderma pigmentosum, NOS, Atrophoderma Pigmentosum, XERODERMA PIGMENTOSUM, xeroderma pigmentosum, Angioma pigmentosum atrophicum	T019	Congenital Abnormality	0.798
zMoz7aYUPH	Klebsiella infections	Klebsiella	SIMPLE_CHEMICAL	C0022727	Klebsiella	A genus of gram-negative, facultatively anaerobic, rod-shaped bacteria whose organisms arrange singly, in pairs, or short chains. This genus is commonly found in the intestinal tract and is an opportunistic pathogen that can give rise to bacteremia, pneumonia, urinary tract and several other types of human infection.	Genus Calymmatobacterium, klebsiella, Klebsiella, NOS, Hyalococcus, KLEBSIELLA, Klebsiella species, Genus Klebsiella, Donovania, Klebsiella, Calymmatobacterium, Genus Klebsiella (organism)	T007	Bacterium	1.0
ZuRM9bTG5W	Heartwater disease	Heartwater disease	ORGANISM	C0018835	Heartwater Disease	A tick-borne septicemic disease of domestic and wild ruminants caused by EHRLICHIA RUMINANTIUM.	Cowdriosis, COWDRIOSES, Heartwater, Disease, Heartwater, Heartwater (disorder)	T047	Disease or Syndrome	1.0
US2KErvXvR	Congenital Rubella	Rubella	ORGANISM	C0035920	Rubella	An acute infectious disease caused by the RUBELLA VIRUS. The virus enters the respiratory tract via airborne droplet and spreads to the LYMPHATIC SYSTEM.	German Measles, Measles, Three Day, GERMAN MEASLES, THIRD DISEASE, rubella, third disease, Rubellas, Three day measles, Measle, Three Day, Rubella (disorder), german measle, three-day measles, Rubella Infection, Rubella, NOS, Three Day Measles, RUBELLA, Three Day Measle, Rubella, german measles rubella, Measles, German, german measles, German measles, Rubella without mention of complication	T047	Disease or Syndrome	1.0
azHzf6kmVw	Coronavirus infectious disease	Coronavirus	ORGANISM	C0206419	Genus: Coronavirus	A member of CORONAVIRIDAE which causes respiratory or gastrointestinal disease in a variety of vertebrates.	CORONAVIRUS, coronavirus, Coronaviruses, coronaviruses, Coronavirus, Coronavirus, NOS	T005	Virus	1.0
9k4h64dVQp	Skin disorder caused by infection	Skin	ORGAN	C0444099	Skin Specimen		Skin sample, Skin specimen, Skin, Tissue specimen from skin, Specimen from skin, Skin (tissue) specimen (specimen), Skin (tissue) specimen, Specimen from skin (specimen)	T031	Body Substance	1.0
