InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score	Document
srBr4qKsmT	Daily practice and the climate Crisis.6This article provides a practical approach for connecting climate change with health in primary care Pediatrics, including recommendations from the American Academy of Pediatrics (AAP) policy statement on climate change and children ’ s Health.1 there is little debate among scientists and health professionals that climate change is the result of unsustainable human activity and that the implications for human health are Profound.7In 2017, global temperatures reached 1˚C warming above Pre-Industrial Levels.8Scientists advise that greenhouse gas emissions must be reduced by 45% below 2010 levels by 2030, and that we must have a “ net zero ” planet by 2050, to avoid consequences that are potentially Catastroph IC and irreversible.	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
srBr4qKsmT	Daily practice and the climate Crisis.6This article provides a practical approach for connecting climate change with health in primary care Pediatrics, including recommendations from the American Academy of Pediatrics (AAP) policy statement on climate change and children ’ s Health.1 there is little debate among scientists and health professionals that climate change is the result of unsustainable human activity and that the implications for human health are Profound.7In 2017, global temperatures reached 1˚C warming above Pre-Industrial Levels.8Scientists advise that greenhouse gas emissions must be reduced by 45% below 2010 levels by 2030, and that we must have a “ net zero ” planet by 2050, to avoid consequences that are potentially Catastroph IC and irreversible.	human	ORGANISM	C0086418	Homo sapiens	Members of the species Homo sapiens.	T016	Human	Human - origin (qualifier value), Human, General, human, Homo sapiens, Modern Man, Homo sapiens (organism), Man, Human - origin, Man (Taxonomy), Humans, FAMILY OF MAN, Human, humans, Man, Modern, Man and woman, homo sapiens, man	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
srBr4qKsmT	Daily practice and the climate Crisis.6This article provides a practical approach for connecting climate change with health in primary care Pediatrics, including recommendations from the American Academy of Pediatrics (AAP) policy statement on climate change and children ’ s Health.1 there is little debate among scientists and health professionals that climate change is the result of unsustainable human activity and that the implications for human health are Profound.7In 2017, global temperatures reached 1˚C warming above Pre-Industrial Levels.8Scientists advise that greenhouse gas emissions must be reduced by 45% below 2010 levels by 2030, and that we must have a “ net zero ” planet by 2050, to avoid consequences that are potentially Catastroph IC and irreversible.	human health	ORGANISM	C0018684	Health	The state of the organism when it functions optimally without evidence of disease.	T078	Idea or Concept	Health, Health (qualifier value), health, wellness, Well-being	0.774	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
hSp7hntwan	8This Changefrom Theadivision of General Pediatrics and Gangarosa Department of environmental health, Emory University, and children ’ s Healthcare of Atlanta, Atlanta, Ga, United States; Bdepartment of medicine, Boston children's hospital, Department of Pediatrics, Harvard medical school, and Department of Pediatrics, Boston University, 401 park drive, 4TH floor West, Boston, Ma 02215, United States; Cdivision of General academic Pediatrics, Uh Rainbow babies & children's hospital, Department of Pediatrics, case Western Reserve University school of medicine, Cleveland, Oh, United States; Ddivision of academic general Pediatrics, children's hospital at Monteﬁore, Albert Einstein college of medicine, Bronx, NY, United States; Andedivision of General Pediatrics, Boston	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
hSp7hntwan	8This Changefrom Theadivision of General Pediatrics and Gangarosa Department of environmental health, Emory University, and children ’ s Healthcare of Atlanta, Atlanta, Ga, United States; Bdepartment of medicine, Boston children's hospital, Department of Pediatrics, Harvard medical school, and Department of Pediatrics, Boston University, 401 park drive, 4TH floor West, Boston, Ma 02215, United States; Cdivision of General academic Pediatrics, Uh Rainbow babies & children's hospital, Department of Pediatrics, case Western Reserve University school of medicine, Cleveland, Oh, United States; Ddivision of academic general Pediatrics, children's hospital at Monteﬁore, Albert Einstein college of medicine, Bronx, NY, United States; Andedivision of General Pediatrics, Boston	Ga	PATHOLOGICAL_FORMATION	C0002915	General Anesthesia	Procedure in which patients are induced into an unconscious state through use of various medications so that they do not feel pain during surgery.	T061	Therapeutic or Preventive Procedure	ga, General anaesthesia, GA - General anaesthetic, general anaesthetic, ANESTHESIA GENERAL, general anesthesia procedure, GA - General anesthetic, General anesthesia, General anesthesia (procedure), General Anesthesia, General Anesthesias, General anaesthesia, NOS, Anesthesia, General, General anaesthetic, General Anesthesia Procedure, general anaesthesia, General anesthetic, Anesthesias, General, general anesthetic, general anesthesia, anaesthetic general, General anesthesia, NOS	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
hSp7hntwan	8This Changefrom Theadivision of General Pediatrics and Gangarosa Department of environmental health, Emory University, and children ’ s Healthcare of Atlanta, Atlanta, Ga, United States; Bdepartment of medicine, Boston children's hospital, Department of Pediatrics, Harvard medical school, and Department of Pediatrics, Boston University, 401 park drive, 4TH floor West, Boston, Ma 02215, United States; Cdivision of General academic Pediatrics, Uh Rainbow babies & children's hospital, Department of Pediatrics, case Western Reserve University school of medicine, Cleveland, Oh, United States; Ddivision of academic general Pediatrics, children's hospital at Monteﬁore, Albert Einstein college of medicine, Bronx, NY, United States; Andedivision of General Pediatrics, Boston	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
hSp7hntwan	8This Changefrom Theadivision of General Pediatrics and Gangarosa Department of environmental health, Emory University, and children ’ s Healthcare of Atlanta, Atlanta, Ga, United States; Bdepartment of medicine, Boston children's hospital, Department of Pediatrics, Harvard medical school, and Department of Pediatrics, Boston University, 401 park drive, 4TH floor West, Boston, Ma 02215, United States; Cdivision of General academic Pediatrics, Uh Rainbow babies & children's hospital, Department of Pediatrics, case Western Reserve University school of medicine, Cleveland, Oh, United States; Ddivision of academic general Pediatrics, children's hospital at Monteﬁore, Albert Einstein college of medicine, Bronx, NY, United States; Andedivision of General Pediatrics, Boston	Rainbow babies	ORGANISM								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
hSp7hntwan	8This Changefrom Theadivision of General Pediatrics and Gangarosa Department of environmental health, Emory University, and children ’ s Healthcare of Atlanta, Atlanta, Ga, United States; Bdepartment of medicine, Boston children's hospital, Department of Pediatrics, Harvard medical school, and Department of Pediatrics, Boston University, 401 park drive, 4TH floor West, Boston, Ma 02215, United States; Cdivision of General academic Pediatrics, Uh Rainbow babies & children's hospital, Department of Pediatrics, case Western Reserve University school of medicine, Cleveland, Oh, United States; Ddivision of academic general Pediatrics, children's hospital at Monteﬁore, Albert Einstein college of medicine, Bronx, NY, United States; Andedivision of General Pediatrics, Boston	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
hSp7hntwan	8This Changefrom Theadivision of General Pediatrics and Gangarosa Department of environmental health, Emory University, and children ’ s Healthcare of Atlanta, Atlanta, Ga, United States; Bdepartment of medicine, Boston children's hospital, Department of Pediatrics, Harvard medical school, and Department of Pediatrics, Boston University, 401 park drive, 4TH floor West, Boston, Ma 02215, United States; Cdivision of General academic Pediatrics, Uh Rainbow babies & children's hospital, Department of Pediatrics, case Western Reserve University school of medicine, Cleveland, Oh, United States; Ddivision of academic general Pediatrics, children's hospital at Monteﬁore, Albert Einstein college of medicine, Bronx, NY, United States; Andedivision of General Pediatrics, Boston	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
tK9qXdffjk	Children ’ s hospital, center for climate, health and the global environment, Harvard T.H . Chan school of public health, Boston, Ma and Harvard global health Institute, Cambridge, Ma, United States . * corresponding author . E-mail: Aaron_Bernstein @ Hms.Harvard.Edu Curr probl Pediatr Adolesc health care 2021; 51:101027 1538-5442/ $- see front matter /C2112021 Elsevier Inc. all rights reserved . Https: //Doi.Org/10.1016/J.Cppeds.2021.101027In the course of daily practice, Pediatricians are Well-Poised to reduce Harms to our patients and to promote health equity in responding to the climate crisis . Curr probl Pediatr Adolesc health care, June 2021 1	Children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
tK9qXdffjk	Children ’ s hospital, center for climate, health and the global environment, Harvard T.H . Chan school of public health, Boston, Ma and Harvard global health Institute, Cambridge, Ma, United States . * corresponding author . E-mail: Aaron_Bernstein @ Hms.Harvard.Edu Curr probl Pediatr Adolesc health care 2021; 51:101027 1538-5442/ $- see front matter /C2112021 Elsevier Inc. all rights reserved . Https: //Doi.Org/10.1016/J.Cppeds.2021.101027In the course of daily practice, Pediatricians are Well-Poised to reduce Harms to our patients and to promote health equity in responding to the climate crisis . Curr probl Pediatr Adolesc health care, June 2021 1	Hms	GENE_OR_GENE_PRODUCT	C0262500	Health maintenance		T058	Health Care Activity	health maintainence, hms, routine health care maintenance, routine healthcare maintenance, health care maintenance, hcm, routine health maintenance, HEALTH MAINTENANCE, rhm, rhcm, health maintenance, hm, healthcare maintenance	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
tK9qXdffjk	Children ’ s hospital, center for climate, health and the global environment, Harvard T.H . Chan school of public health, Boston, Ma and Harvard global health Institute, Cambridge, Ma, United States . * corresponding author . E-mail: Aaron_Bernstein @ Hms.Harvard.Edu Curr probl Pediatr Adolesc health care 2021; 51:101027 1538-5442/ $- see front matter /C2112021 Elsevier Inc. all rights reserved . Https: //Doi.Org/10.1016/J.Cppeds.2021.101027In the course of daily practice, Pediatricians are Well-Poised to reduce Harms to our patients and to promote health equity in responding to the climate crisis . Curr probl Pediatr Adolesc health care, June 2021 1	patients	ORGANISM	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	T101	Patient or Disabled Group	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
JiHozBWgsN	Necessitates urgently reducing greenhouse gas emissions and adapting our routines and our infrastructure, including Healthcare infrastructure, to the current climate Reality.9Both are essential to child health and equity . climate Change-Driven health Harms affect every organ System.8,10Many health promotion behaviors emphasized at well child visits, such as healthy diets, are part of the solution to climate Change.11Nevertheless, health professionals ’ perceived barriers to discussing climate change include time constraints, a lack of personal knowledge or training, perception that climate change is controversial, and that discussing it with patients would not make a Difference.12Integrating climate change into the basic components of a	organ	ORGAN	C0178784	Organ	A unique macroscopic (gross) anatomic structure that performs specific functions. It is composed of various tissues. An organ is part of an anatomic system or a body region. Representative examples include the heart, lung, liver, spleen, and uterus.	T023	Body Part, Organ, or Organ Component	Organ, organs, {Organ}, Organs (Anatomy), organ, anatomy organs, anatomy organ, organs anatomy	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
JiHozBWgsN	Necessitates urgently reducing greenhouse gas emissions and adapting our routines and our infrastructure, including Healthcare infrastructure, to the current climate Reality.9Both are essential to child health and equity . climate Change-Driven health Harms affect every organ System.8,10Many health promotion behaviors emphasized at well child visits, such as healthy diets, are part of the solution to climate Change.11Nevertheless, health professionals ’ perceived barriers to discussing climate change include time constraints, a lack of personal knowledge or training, perception that climate change is controversial, and that discussing it with patients would not make a Difference.12Integrating climate change into the basic components of a	patients	ORGANISM	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	T101	Patient or Disabled Group	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
odfwWBB4jf	Well-Child check and other visits addresses many of these barriers . This feasible and adaptable model gives Pediatricians a tool to support child health and wellness in the climate crisis . climate action and patient care by incorporating climate change into the Flow of the well child visit, primary care Pediatricians can identify children at risk of harmful exposures, enhance wellness promotion, and prepare children and their families to protect their health in the climate crisis (Fig.). These connections Fit within the bright futures health promotion themes that Pediatricians already integrate Intopractice, including healthy nutrition, physical activity, mental health, and attention to special Healthcare Needs.13Climate Change-Informed screening questions	patient	ORGANISM	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	T101	Patient or Disabled Group	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
odfwWBB4jf	Well-Child check and other visits addresses many of these barriers . This feasible and adaptable model gives Pediatricians a tool to support child health and wellness in the climate crisis . climate action and patient care by incorporating climate change into the Flow of the well child visit, primary care Pediatricians can identify children at risk of harmful exposures, enhance wellness promotion, and prepare children and their families to protect their health in the climate crisis (Fig.). These connections Fit within the bright futures health promotion themes that Pediatricians already integrate Intopractice, including healthy nutrition, physical activity, mental health, and attention to special Healthcare Needs.13Climate Change-Informed screening questions	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
odfwWBB4jf	Well-Child check and other visits addresses many of these barriers . This feasible and adaptable model gives Pediatricians a tool to support child health and wellness in the climate crisis . climate action and patient care by incorporating climate change into the Flow of the well child visit, primary care Pediatricians can identify children at risk of harmful exposures, enhance wellness promotion, and prepare children and their families to protect their health in the climate crisis (Fig.). These connections Fit within the bright futures health promotion themes that Pediatricians already integrate Intopractice, including healthy nutrition, physical activity, mental health, and attention to special Healthcare Needs.13Climate Change-Informed screening questions	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
D8F4xtT6Nd	Can be included alongside existing Patient-Facing Ques-Tionnaires or Pre-Visit forms . Age-Speciﬁc anticipatory guidance topics offer many Touchpoints for safeguarding child health from climate risks . Clinicians can directly use or adapt available resources (e.g., handouts available Online or referrals to Clinicians with Speciﬁc expertise) that address common concerns (e.g., food insecurity, water quality, energy insecurity and disaster preparedness) that may increase with climate change . the table outlines components of Pediatric primary care visits, climate and health relevance, and discussion points or written resources . triage and screening: environmental determinants of health global climate change is a major determinant of child	water	SIMPLE_CHEMICAL	C0043047	water	A clear, odorless, tasteless liquid that is essential for most animal and plant life and is an excellent solvent for many substances. The chemical formula is hydrogen oxide (H2O). (McGraw-Hill Dictionary of Scientific and Technical Terms, 4th ed)	T121,T197	Pharmacologic Substance,Inorganic Chemical	Water, WATER, H2O - water, Watering, Water-containing product, Water (substance), agua, Product containing water (medicinal product), water, Dihydrogen oxide, Hydrogen Oxide	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
55gKaXwb4j	Health, especially for vulnerable Children.14Pediatricians can screen for climate risks, just as we screen for social determinants of Health.15This section guides Pediatricians in including Climate-Sensitive environmental determinants of health /C0Such as energy security and displacement /C0 alongside basic assessments of food security and housing in well child checks . Fig.Aspects of Climate-Informed primary care Pediatrics . 2 Curr probl Pediatr Adolesc health care, June 2021	Children.14Pediatricians	SIMPLE_CHEMICAL								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
8YrCWR4L86	Food security and water source the Covid-19 pandemic resulted in a rapid rise in food insecurity for American children, especially children in low-income Households.16Climate change also contributes to food insecurity through disruption of food supply chains, crop destruction and increased food Costs.9Food security screening (Identiﬁcation of families who experience food insecurity), and connecting families with local School-Based or social support Programs—As recommended by the Aap— remain paramount due to the climate Crisis.17 beyond food security, climate threatens water security . climate change stresses water s Upplies and infrastructure and can cause water shortages . extreme weather disrupts water systems and Mobilizes Contaminants into water	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
